generation,mean_fitness,distance_from_optimum,phenotype_variance,population_size,n_parents,median_offspring,max_offspring,extinct
0,0.6992224138557979,0.03293306555757667,0.003877043024921208,100,63,1.0,4,0
1,0.7922004268279998,0.02155516365827616,0.002467572454834313,100,63,1.0,3,0
2,0.8397212065807106,0.010236122977693156,0.0019046736487764587,100,65,1.0,4,0
3,0.8594610369705385,0.01781041660458295,0.0015620244878315481,100,63,1.0,4,0
4,0.7978167699796025,0.03984298311494496,0.0018824114973983739,100,63,1.0,4,0
5,0.6540717408466142,0.0820777455503583,0.001477180935959825,100,64,1.0,5,0
6,0.48716040017253476,0.11621779513441173,0.0011171586934717577,100,66,1.0,5,0
7,0.3807576908963496,0.13501730260156664,0.001597044842804699,100,67,1.0,4,0
8,0.3074819666842242,0.1529657441927753,0.0015518276975350403,100,66,1.0,6,0
9,0.30759107919645307,0.1545957456735221,0.0017614055711761205,100,65,1.0,4,0
10,0.4791505687116633,0.12140743444171698,0.0024025978063224656,100,64,1.0,4,0
11,0.6942573703957486,0.07885519118188901,0.0022570564824791126,100,62,1.0,4,0
12,0.8981019637720159,0.031216662515366807,0.0009796974814609816,100,63,1.0,4,0
13,0.9141621147819521,0.006446139358752506,0.0010641015958712712,100,61,1.0,5,0
14,0.8317422304508147,0.05192179340386739,0.0005456071279011227,100,63,1.0,6,0
15,0.6149460919420696,0.09254676626405099,0.0007965481422860249,100,60,1.0,4,0
16,0.43507417368295337,0.12473514553308254,0.0014915451718876208,100,63,1.0,4,0
17,0.3311405149163079,0.1479416111640176,0.0014477414870925315,100,64,1.0,4,0
18,0.28062327181067087,0.15977289152183968,0.0022237741007780486,100,64,1.0,4,0
19,0.3669201653266637,0.13800486271625403,0.002150479595752289,100,67,1.0,4,0
20,0.45691208822796403,0.12323390426944347,0.001176882638596285,100,59,1.0,4,0
21,0.5247681103909448,0.11170682818023679,0.0012219684301840116,100,62,1.0,4,0
22,0.6565013049640767,0.08793239970477762,0.0010524136399393128,100,70,1.0,4,0
23,0.841216932640251,0.05021312856578849,0.0006546124912370301,100,62,1.0,4,0
24,0.8841702265257344,0.03615098089120808,0.0006469969349972325,100,60,1.0,4,0
25,0.7796509990391851,0.05949543376221059,0.0007760273833559949,100,64,1.0,4,0
26,0.6349080909654465,0.08431732864960641,0.0012603098907982228,100,61,1.0,4,0
27,0.5373913520585885,0.1063404677263289,0.001763759360884582,100,62,1.0,4,0
28,0.49910317840010043,0.11329951941507152,0.0017952686546505617,100,64,1.0,5,0
29,0.5281429725432291,0.10653589343611031,0.0017470604867872044,100,68,1.0,5,0
30,0.6273594535009681,0.08542080981195892,0.001549421420603375,100,63,1.0,4,0
31,0.7389906070804484,0.05816116955814748,0.0017688651585453883,100,64,1.0,6,0
32,0.7831584721111539,0.038743900217737014,0.0019083929577803874,100,65,1.0,4,0
33,0.8354481646119148,0.008262120594823685,0.0018166495130352547,100,66,1.0,4,0
34,0.7755952866607098,0.04322846908385471,0.0017820814371167536,100,65,1.0,5,0
35,0.7340497997103125,0.06273231248300687,0.001553766588885889,100,64,1.0,4,0
36,0.6161445257204712,0.09243449102353885,0.0008546386336414228,100,63,1.0,5,0
37,0.42802382721372534,0.12790860100971865,0.0007227950545689069,100,67,1.0,4,0
38,0.2958167880452114,0.1539719459540847,0.0005651756864629851,100,64,1.0,5,0
39,0.22616396121129648,0.17108068221474265,0.0006390379150731942,100,62,1.0,4,0
40,0.25474627647525727,0.1665261353244058,0.0010757443530458586,100,63,1.0,3,0
41,0.34917528332807796,0.14563555584571758,0.0012818007498114807,100,63,1.0,5,0
42,0.5946006421328899,0.09884910317420297,0.0012848223770663956,100,60,1.0,4,0
43,0.8246643019869583,0.052145192448123795,0.0009120253730848966,100,69,1.0,3,0
44,0.9323408265793478,0.010672267081828337,0.0006975085865864511,100,65,1.0,3,0
45,0.854520264281723,0.04095095304729636,0.0008222839055602217,100,62,1.0,4,0
46,0.6953144527082395,0.07824652636492198,0.000756790656519134,100,65,1.0,4,0
47,0.5385399231676089,0.10814295579179743,0.0009446644249006579,100,61,1.0,5,0
48,0.39122746502174094,0.136089653010364,0.0009275214567383047,100,65,1.0,4,0
49,0.3332511970146104,0.14628428483753092,0.0015297632768643775,100,60,1.0,5,0
50,0.4366366358795776,0.12300409559314467,0.002148067327820496,100,65,1.0,4,0
51,0.6017847472984493,0.07817599744320639,0.0026936496288514477,100,59,1.0,5,0
52,0.6978274042292089,0.051658395077864315,0.0025224329258896026,100,65,1.0,4,0
53,0.7725230306477932,0.04023594527285357,0.002059235857938603,100,62,1.0,4,0
54,0.837463333373265,0.01156305732309991,0.002030145665571785,100,67,1.0,5,0
55,0.858409323994441,0.03299279580214294,0.0014871179996865996,100,63,1.0,4,0
56,0.7524072236900073,0.0663267492633196,0.0013119926215468512,100,60,1.0,4,0
57,0.6396588261105411,0.08983431450589394,0.0008217713202136591,100,63,1.0,4,0
58,0.5685746422836061,0.10543027970029019,0.0009214016454859672,100,63,1.0,4,0
59,0.5755636420457808,0.10472550270934443,0.0006711148070980354,100,61,2.0,3,0
60,0.6062673125961986,0.09995039862680564,0.00021245672509935933,100,65,1.0,4,0
61,0.6561221970584603,0.09095054578573075,0.00012623307002769578,100,63,1.0,4,0
62,0.7725400565848634,0.06990155885926821,0.00018267230100177574,100,62,1.0,4,0
63,0.8910464991981797,0.041770416878929593,0.0003078612318773795,100,63,1.0,4,0
64,0.9215597361095242,0.02856070484239539,0.0004501530840595033,100,65,1.0,5,0
65,0.8311207208085217,0.05223131306586198,0.0005476904860796383,100,69,1.0,4,0
66,0.6581835648108333,0.08691756282875368,0.0006974921682104256,100,65,1.0,3,0
67,0.519363035247324,0.1123413372294676,0.0007466824871170526,100,63,1.0,4,0
68,0.47877473044184243,0.12257066022932811,0.0007585444539921981,100,65,1.0,5,0
69,0.4629808609156769,0.1265205307390293,0.0006704764075138993,100,64,1.0,4,0
70,0.5062651125060043,0.11706268323979302,0.00035063537582232104,100,64,1.0,4,0
71,0.5844820093919442,0.10312942244477132,0.00011345565490907888,100,61,1.0,6,0
72,0.6897146695930603,0.08512156009164815,0.00020268351347130586,100,66,1.0,4,0
73,0.8470451471483388,0.054699788698121865,0.00022841476417756736,100,61,1.0,5,0
74,0.9558402798533667,0.02233552140802608,0.00021477246120559006,100,62,1.5,4,0
75,0.9093064944014919,0.03973656120594681,0.00016514297634434924,100,61,1.0,7,0
76,0.7176882026344188,0.07756362796987817,0.0003557208983439897,100,64,1.0,3,0
77,0.5596753976642446,0.10306171590221778,0.000730800978208161,100,62,1.0,5,0
78,0.44673778141312853,0.12501967250961463,0.0008060379462432162,100,63,1.0,3,0
79,0.43647969467712217,0.1206126594025513,0.0018965193213357412,100,59,1.0,5,0
80,0.45195029445146756,0.11619547605918615,0.002045409281488087,100,57,1.0,4,0
81,0.4955857271743324,0.10830957454142094,0.0017716755042666275,100,61,1.0,5,0
82,0.6320608206290653,0.06886173891537326,0.002400997441383418,100,64,1.0,4,0
83,0.7829056167117879,0.0470417763763872,0.0014452123881009066,100,68,1.0,4,0
84,0.909553535560613,0.027025599007962062,0.0008233502423268613,100,66,1.0,4,0
85,0.9104852225276241,0.03590100423330202,0.00033761371384334013,100,66,1.0,4,0
86,0.7338266533047169,0.0744428997921474,0.00044843017601661463,100,65,1.0,4,0
87,0.5426938273604432,0.10805850883060082,0.0005293088172652008,100,62,1.0,4,0
88,0.4145095341856353,0.13084837460453494,0.0005733224847008977,100,64,1.0,4,0
89,0.3442065367533811,0.1454910555294721,0.0007025143210671145,100,61,1.0,4,0
90,0.3625273044689278,0.1422206249162832,0.0009668734684157663,100,61,1.0,5,0
91,0.4702014944608429,0.11466839282562184,0.001930754935600477,100,58,1.0,5,0
92,0.6020810159720196,0.08648191435361159,0.0017927199074919073,100,66,1.0,5,0
93,0.7213192283597398,0.0626425258966948,0.0015547078381940068,100,64,1.0,3,0
94,0.8322399761015755,0.025118755968288612,0.0015698460537906056,100,60,1.0,5,0
95,0.8571461945817305,0.02929532278087414,0.001191286631122658,100,61,1.0,4,0
96,0.7764377761433445,0.05800035127689387,0.0011302240254801343,100,60,1.0,5,0
97,0.6850254601631053,0.08044106279253388,0.0008776915540876439,100,65,1.0,6,0
98,0.5796119123069242,0.10089250275205788,0.0006459004757036816,100,62,1.5,4,0
99,0.5212020377580667,0.11291303446226669,0.00039440008309771235,100,63,1.0,4,0
100,0.5042628917891939,0.1159919760154783,0.00028507135637617686,100,63,1.0,5,0
101,0.5700455202900339,0.10304203468592359,0.0004790750883604636,100,63,1.0,4,0
102,0.7030507546861006,0.07801344513525438,0.000584555928271172,100,65,1.0,5,0
103,0.8423031611248041,0.05188322274494576,0.00041230879192650594,100,62,1.0,5,0
104,0.9308947295676582,0.017839059029630306,0.0006136154367551221,100,64,1.0,4,0
105,0.8929382103363008,0.033941382318977,0.0006468016040381535,100,69,1.0,4,0
106,0.7635936226017499,0.06647617539804185,0.0006120918454377985,100,63,1.0,4,0
107,0.6282487875060164,0.09193028115478456,0.0006964590079446949,100,62,1.0,4,0
108,0.47512353053567374,0.12076540723133312,0.0007472598121879938,100,67,1.0,5,0
109,0.4050301953888959,0.13422961897979122,0.0006814179326789934,100,64,1.0,4,0
110,0.39706624830755294,0.1337712124171172,0.0007514962363480591,100,64,1.0,4,0
111,0.48141850392802366,0.11837311659389112,0.0005292031689287873,100,62,1.0,3,0
112,0.6158292663536188,0.09393254572623393,0.0005657979610658916,100,66,1.0,3,0
113,0.7807360903381283,0.06054908013151181,0.0006913349500226121,100,64,1.0,4,0
114,0.877007070509498,0.040093968797287924,0.0005639468629213791,100,62,1.0,6,0
115,0.8945115249880099,0.037854417868233195,0.00048167957766691674,100,60,1.0,5,0
116,0.7769397611245501,0.0667594719406368,0.0004384562795763725,100,67,1.0,5,0
117,0.615564818476648,0.09334806114596003,0.0007829363966857547,100,62,1.0,4,0
118,0.48043263227746463,0.1188313428489068,0.0008062942060749521,100,69,1.0,3,0
119,0.4471018999598913,0.12419948854444116,0.0007143895952657336,100,65,1.0,4,0
120,0.4154505599278965,0.1309453039656394,0.000787516490596237,100,61,1.0,4,0
121,0.5145791340076614,0.10925323264917663,0.0009453318499100506,100,64,1.0,4,0
122,0.651532474664674,0.0826107902100059,0.000995638944487262,100,64,1.0,4,0
123,0.771570528836455,0.05712978851523753,0.0011732765296974179,100,65,1.0,5,0
124,0.9004257921593941,0.019586389595734378,0.000979585333714645,100,58,1.5,4,0
125,0.8849895748486916,0.024339474893926395,0.0010426555196566092,100,65,1.0,3,0
126,0.7882661186237817,0.05840560445974946,0.0007670435192071259,100,62,1.0,5,0
127,0.6260943502309908,0.09185609434850342,0.0007860642257426162,100,68,1.0,3,0
128,0.5404370099021769,0.10852655719458558,0.000931725831213897,100,59,1.0,4,0
129,0.5444374989937601,0.10623173022959817,0.0013692300543933725,100,67,1.0,6,0
130,0.621512438454138,0.09104471990732145,0.0013728555325192928,100,67,1.0,4,0
131,0.724068576559386,0.0718696381995097,0.0011774127120755225,100,66,1.0,5,0
132,0.8291321613191233,0.04785882347170098,0.0009386315933758217,100,62,1.0,5,0
133,0.9244002354892352,0.02131656285708837,0.0006426336473626811,100,64,1.0,4,0
134,0.9207005791335269,0.0199824234896079,0.000677205033967246,100,67,1.0,3,0
135,0.792696772583001,0.059159176797116214,0.0006736602016001488,100,63,1.0,5,0
136,0.6114783053062078,0.09369451124899969,0.0007808639235152075,100,65,1.0,4,0
137,0.4224692993225386,0.12887844976285376,0.001084420369797358,100,67,1.0,4,0
138,0.39844928683433073,0.13499631238923143,0.0017452560409940312,100,62,1.0,3,0
139,0.49765081277235845,0.11792735907121744,0.0017230576282908831,100,60,1.0,4,0
140,0.6262571590855768,0.09566447533049734,0.0008285298015431757,100,64,1.5,3,0
