generation,mean_fitness,distance_from_optimum,phenotype_variance,population_size,n_parents,median_offspring,max_offspring,extinct
0,0.6255476068215845,0.021873118627842667,0.0054317191150751835,100,61,1.0,4,0
1,0.7121920166261657,0.02248489714677091,0.003579908674354105,100,64,1.0,5,0
2,0.7387611877252671,0.00035769128934217987,0.0033437977698686826,100,62,1.0,5,0
3,0.8133229541017166,0.01149526523726561,0.0022353389696382203,100,59,2.0,4,0
4,0.8486178345490193,0.010075035049957434,0.0017711991841164604,100,64,1.0,4,0
5,0.8677226276690759,0.015528392561558656,0.0014253700250512894,100,67,1.0,3,0
6,0.8754995378022562,0.018059999695453518,0.0012913910309036622,100,68,1.0,4,0
7,0.8869722182051173,0.015149127898168567,0.0011713213848134263,100,66,1.0,4,0
8,0.8993797047200005,0.02004482151479068,0.0008952292230510033,100,68,1.0,3,0
9,0.8941746661620118,0.011488405100388349,0.001109766025776919,100,66,1.0,4,0
10,0.8944411521457133,0.005334796206127497,0.001152313764522192,100,63,1.0,6,0
11,0.8862947287365643,0.0009891536349850732,0.0012605129874958074,100,65,1.0,4,0
12,0.8974736261280255,0.010459240897780355,0.0010860946545009726,100,66,1.0,4,0
13,0.8883014611636868,0.016331878324907522,0.0010957594903272527,100,62,1.0,4,0
14,0.9015304511252424,0.015104746980604168,0.0009690855363589813,100,58,1.0,4,0
15,0.8891547319382547,0.017710429508270273,0.001069259280652548,100,64,1.5,3,0
16,0.9139496975398813,0.017443173540045695,0.0007631378524215977,100,61,1.0,4,0
17,0.9167029167656819,0.01411886841688889,0.000787005899029994,100,67,1.0,4,0
18,0.9134128086521178,0.0069051663353941915,0.0009231082300257209,100,64,1.0,4,0
19,0.9144540567925616,0.004627811396901742,0.0009208768901252295,100,67,1.0,4,0
20,0.923499687747022,0.00709320011709301,0.0008076448219281206,100,64,1.0,5,0
21,0.940876020382648,0.0013806127333968938,0.0006221829638718096,100,68,1.0,3,0
22,0.9246590025564229,0.007908027338105333,0.0007917903268498899,100,64,1.0,4,0
23,0.9402919571764135,0.005646746252161143,0.0006258194996021378,100,66,1.0,4,0
24,0.941342129179947,0.01468705471711267,0.0005116851819299542,100,61,1.0,4,0
25,0.9553768549380938,0.006599104938126697,0.0004387084357274885,100,61,1.0,4,0
26,0.948318045341336,0.0043979049775775885,0.0005310251133129077,100,63,1.0,4,0
27,0.9485384960405971,0.005812749719614062,0.0005240873534385849,100,61,1.0,5,0
28,0.9358990074693164,0.010414396162529671,0.0006455239750034529,100,68,1.0,4,0
29,0.922897661634978,0.013890836013366326,0.0007796289985908841,100,64,1.0,5,0
30,0.9323275897801854,0.011810703138371414,0.0007026106285957602,100,65,1.0,4,0
31,0.9355309098595813,0.009464451822382352,0.0006502046107467279,100,63,1.0,4,0
32,0.9356216572113155,0.009871904133810174,0.0006433353121655232,100,62,1.0,4,0
33,0.9346922388061313,0.008470716147700293,0.0006728202819498728,100,66,1.0,3,0
34,0.9269981533900006,0.009381759832513116,0.0007569415375624719,100,63,1.0,4,0
35,0.9183162549438377,0.0043872655734565735,0.0009557879824158667,100,60,2.0,4,0
36,0.9244530865161559,0.014377777408359525,0.0007504352168670795,100,65,1.0,6,0
37,0.9315237349745259,0.017036507041145385,0.0005799150970668074,100,65,1.0,4,0
38,0.9242359485961749,0.02110854413880164,0.0006288713745815468,100,61,1.0,4,0
39,0.9413639757270001,0.014338002712156609,0.0005098131010953307,100,64,1.0,4,0
40,0.9519481529943896,0.00850192656049476,0.0004603758090700145,100,64,1.0,5,0
41,0.9468002837828731,0.0033840606215989368,0.0005496334990057471,100,64,1.0,4,0
42,0.9493844051210496,0.006436617205932992,0.0005071506033087806,100,59,1.0,4,0
43,0.9513789527036152,0.009824424913747494,0.00045742645197877573,100,68,1.0,5,0
44,0.9528574778263769,0.009447108882536453,0.00044580724860388574,100,63,1.0,5,0
45,0.956305940859701,0.006681471297380177,0.00043784403272318154,100,68,1.0,3,0
46,0.9357870288900945,0.0082781982202035,0.0006685563034203047,100,60,1.5,5,0
47,0.9368847450590724,0.0067312357868506215,0.0006471630845998781,100,57,2.0,4,0
48,0.9140106168310683,0.012344628292010532,0.0008612165014660058,100,65,1.0,4,0
49,0.9260721357520167,0.010794309667980144,0.0007360129673272561,100,63,1.0,3,0
50,0.9393479328975132,0.00964575632527997,0.0005998495118182459,100,67,1.0,3,0
51,0.9243346968598856,0.020874069681415537,0.0005966756027754371,100,56,1.0,4,0
52,0.9184640830706724,0.018810458943173843,0.0007037820183104803,100,63,1.0,4,0
53,0.9166001937175381,0.017103200908338504,0.0007560163221936695,100,65,1.0,4,0
54,0.8863922203898759,0.013909635746303791,0.001162131278689373,100,62,1.0,5,0
55,0.8855526999096079,0.022246635065544695,0.0010115739464597478,100,66,1.0,4,0
56,0.8876707463480453,0.018513977684312368,0.0011361177689628368,100,66,1.0,4,0
