generation,mean_fitness_mean,mean_fitness_std,distance_from_optimum_mean,distance_from_optimum_std,phenotype_variance_mean,phenotype_variance_std,population_size_mean,population_size_std,n_parents_mean,n_parents_std,median_offspring_mean,median_offspring_std,max_offspring_mean,max_offspring_std,extinct_count
0,0.6735759407880908,0.03327190827842943,0.01715038281164832,0.007381453416787082,0.004638958459681004,0.0006847424499837602,100.0,0.0,63.0,2.9154759474226504,1.15,0.3570714214271425,4.25,0.6224949798994366,0
1,0.7353799489459314,0.03328605532280394,0.0187378866604545,0.006972426112791257,0.003386156188195671,0.0004947965422191014,100.0,0.0,63.8,1.9899748742132402,1.0,0.0,4.35,0.6538348415311012,0
2,0.7793110667403684,0.03638816428409862,0.01822861749529044,0.008474291398479885,0.002624244652467294,0.000503515883240736,100.0,0.0,63.75,2.947456530637899,1.05,0.2179449471770337,4.05,0.4974937185533099,0
3,0.818759136695349,0.04518445351545233,0.0183875272702414,0.007230899513933921,0.002012311995805304,0.0004973158488617589,100.0,0.0,62.2,3.1080540535840107,1.125,0.3112474899497183,4.2,0.6782329983125269,0
4,0.834235278308704,0.04777669351852796,0.01598531045694348,0.0066872494782745096,0.00181686646428262,0.000556600942205394,100.0,0.0,63.1,2.3853720883753127,1.05,0.21794494717703372,4.2,0.9797958971132711,0
5,0.8526489348052907,0.04617363098823835,0.013591898772678518,0.006777925040475396,0.0016140012810784738,0.0005375885569960749,100.0,0.0,63.6,2.8530685235374214,1.05,0.21794494717703372,4.55,0.9733961166965892,0
6,0.8634832573624539,0.05108859140117917,0.01374773313754141,0.006343434615703879,0.0014683843591494518,0.0006122210862340467,100.0,0.0,63.55,2.4181604578687494,1.075,0.23848480035423641,4.15,0.6538348415311012,0
7,0.8693693631200405,0.04443543405111854,0.014626494229782147,0.006136802585315467,0.0013772955376068889,0.0005341970425853089,100.0,0.0,64.05,2.9744747435471695,1.05,0.2179449471770337,4.0,0.5477225575051661,0
8,0.8780975655733572,0.042489426799256366,0.01506347560231647,0.007369716831970942,0.0012449431523887725,0.0005309908160557039,100.0,0.0,64.25,2.118372016431486,1.025,0.10897247358851683,4.3,0.9,0
9,0.8816585897446613,0.042662678304520245,0.014789149568503782,0.0065272147890073386,0.0012288583047659874,0.0005397535277196193,100.0,0.0,63.7,2.5317977802344327,1.025,0.10897247358851683,4.4,0.9695359714832658,0
10,0.8807912712178869,0.03820666989592793,0.015881055050743,0.00911628838996832,0.001205209674696024,0.00044485795236551837,100.0,0.0,63.1,2.681417535558384,1.125,0.3112474899497183,4.25,0.698212002188447,0
11,0.8889420177872449,0.03229155448409509,0.017199719873558388,0.008011367021443958,0.0010686405581233458,0.00038218384999830175,100.0,0.0,64.7,2.3473389188611007,1.0,0.0,4.25,1.0428326807307104,0
12,0.8873774204119573,0.03732632725316942,0.015402018043940268,0.00726762147108894,0.0011421038087372141,0.0004982867074440804,100.0,0.0,63.15,3.902242944769072,1.2,0.3674234614174767,3.95,0.49749371855331004,0
13,0.8915325456382875,0.03035924942929726,0.01578438569852872,0.005918593359902648,0.0010770992929547783,0.00039987055449928794,100.0,0.0,62.4,3.916631205513228,1.15,0.3570714214271425,4.45,0.5894913061275798,0
14,0.8955363563536297,0.028648731977768453,0.01730567207456519,0.007396462712871256,0.0010002515664393862,0.0003547270135469674,100.0,0.0,62.5,3.427827300200522,1.075,0.23848480035423641,4.15,0.6538348415311012,0
15,0.9006203187147444,0.02803037659026607,0.015751295788708698,0.006968487351489848,0.0009559801071890381,0.00037246557373686666,100.0,0.0,62.7,2.8653097563788807,1.1,0.2549509756796392,4.4,0.6633249580710799,0
16,0.8960728942999397,0.03630446909182102,0.016684760254764747,0.008111875386198814,0.0009918191572195095,0.00048664575265520554,100.0,0.0,64.15,3.2905166767545793,1.05,0.21794494717703372,4.0,0.8366600265340756,0
17,0.8976720384843464,0.03211793053947105,0.017224703240121163,0.008655022201276705,0.0009694947998028025,0.000409638871927139,100.0,0.0,63.65,2.5937424698685874,1.05,0.21794494717703372,3.85,0.3570714214271425,0
