generation,mean_fitness_mean,mean_fitness_std,distance_from_optimum_mean,distance_from_optimum_std,phenotype_variance_mean,phenotype_variance_std,population_size_mean,population_size_std,n_parents_mean,n_parents_std,median_offspring_mean,median_offspring_std,max_offspring_mean,max_offspring_std,extinct_count
0,0.6735759407880908,0.03327190827842942,0.017150382811648098,0.007381453416786992,0.004638958459681004,0.0006847424499837604,100.0,0.0,63.0,2.9154759474226504,1.15,0.3570714214271425,4.25,0.6224949798994366,0
1,0.7353779314620521,0.0342185632836345,0.0189631809945976,0.006724190871304678,0.003381255249579476,0.0005015416821547271,100.0,0.0,63.8,1.9899748742132402,1.0,0.0,4.35,0.6538348415311012,0
2,0.7794280602998722,0.036934331107746826,0.01883928748838575,0.0076619376215183235,0.0026188487375281852,0.0004913271961622041,100.0,0.0,63.75,2.947456530637899,1.05,0.2179449471770337,4.05,0.4974937185533099,0
3,0.8171633909406324,0.04762799628690069,0.02061767314832915,0.008776422590540608,0.00197493754511223,0.000498911862578989,100.0,0.0,62.2,3.1080540535840107,1.125,0.3112474899497183,4.2,0.6782329983125269,0
4,0.8343858635117346,0.04513028281440633,0.019616430391880137,0.00842553528556199,0.0017536060432234032,0.0005506656590075876,100.0,0.0,63.1,2.3853720883753127,1.05,0.21794494717703372,4.2,0.9797958971132711,0
5,0.8495882239284454,0.04466443727114616,0.01822989275859212,0.009567557162345117,0.0015535229401604153,0.0005033456749472911,100.0,0.0,63.6,2.8530685235374214,1.05,0.21794494717703372,4.55,0.9733961166965892,0
6,0.8567903818265815,0.04992508927393236,0.017599756929895242,0.008731163511264154,0.0015088347126304131,0.0006026339263152849,100.0,0.0,63.55,2.4181604578687494,1.075,0.23848480035423641,4.15,0.6538348415311012,0
7,0.8722617975808413,0.049260012123464286,0.019729212021108323,0.008600334306700468,0.0012498869461501545,0.000593399411339,100.0,0.0,64.05,2.9744747435471695,1.05,0.2179449471770337,4.0,0.5477225575051661,0
8,0.8758931197358347,0.04798959000056297,0.022462977984480118,0.010059781405829983,0.0011312126279947369,0.0005850633308596068,100.0,0.0,64.25,2.118372016431486,1.025,0.10897247358851683,4.3,0.9,0
9,0.8756984896523499,0.04766700666331513,0.02507209185166348,0.012395794093227273,0.0010357398928003952,0.0004509979632334256,100.0,0.0,63.7,2.5317977802344327,1.025,0.10897247358851683,4.4,0.9695359714832658,0
10,0.8755890928670462,0.0427390770655845,0.02751081012024817,0.013235834728744782,0.0009538181534242115,0.00035759257011811835,100.0,0.0,63.1,2.681417535558384,1.125,0.3112474899497183,4.25,0.698212002188447,0
11,0.8702047182862167,0.04926808429836144,0.030980057695289154,0.0141160335935176,0.0009159204645679774,0.0003599386339576279,100.0,0.0,64.7,2.3473389188611007,1.0,0.0,4.25,1.0428326807307104,0
12,0.8559544502874449,0.04845519229617943,0.03728948478119902,0.014731726662320118,0.0008545831705568132,0.000297398489981913,100.0,0.0,63.15,3.902242944769072,1.2,0.3674234614174767,3.95,0.49749371855331004,0
13,0.8366578732763813,0.06086726489828673,0.04329163487521524,0.016421052266124402,0.0008445697827615404,0.0003073273943265196,100.0,0.0,62.4,3.916631205513228,1.15,0.3570714214271425,4.45,0.5894913061275798,0
14,0.8146809945860449,0.06790313690931209,0.04980569240939557,0.017126043375347833,0.0008111990711528637,0.0003437177780402833,100.0,0.0,62.5,3.427827300200522,1.075,0.23848480035423641,4.15,0.6538348415311012,0
15,0.7890697598066465,0.06945076567780749,0.05689627821804586,0.016900397763894157,0.0007734622537213102,0.00029481926075366913,100.0,0.0,62.7,2.8653097563788807,1.1,0.2549509756796392,4.4,0.6633249580710799,0
16,0.7693693102477007,0.0734442309372281,0.06040398062161624,0.016219309329728666,0.000865387433911025,0.0003927695074609651,100.0,0.0,64.15,3.2905166767545793,1.05,0.21794494717703372,4.0,0.8366600265340756,0
17,0.7435688431488889,0.07848363596976271,0.06568375724777574,0.0168031221154508,0.0009088179870145052,0.0003966575901157526,100.0,0.0,63.65,2.5937424698685874,1.05,0.21794494717703372,3.85,0.3570714214271425,0
18,0.7198266712056461,0.08322621520249641,0.07154846830272873,0.017347377069746428,0.0008503810147312029,0.0003752964900054385,100.0,0.0,63.75,2.662235902394827,1.05,0.21794494717703372,4.2,0.8717797887081348,0
19,0.6927281747431492,0.09631170200673819,0.0766185564564435,0.020354076666148833,0.0008542598073911431,0.0004131315110099188,100.0,0.0,63.1,3.766961640367472,1.1,0.3,4.4,0.6633249580710799,0
20,0.6669115301643633,0.10099852592992416,0.0816406279480136,0.020557448810094626,0.0008757261802159845,0.0004990531593624799,100.0,0.0,62.5,2.5592967784139455,1.0,0.0,4.25,0.6224949798994366,0
21,0.6362940927388062,0.1002425819435038,0.08767955958046417,0.01994301819829274,0.0008717605347682092,0.0005382554009335504,100.0,0.0,64.4,2.615339366124404,1.025,0.10897247358851683,4.15,0.653834841531101,0
22,0.6055306392909532,0.10363663475628804,0.09293845294411962,0.020475845540882772,0.000954075156985216,0.0006497701900579442,100.0,0.0,64.3,3.287856444554719,1.0,0.0,4.1,0.7000000000000001,0
23,0.5777115118458573,0.11991995319381563,0.09817344393981986,0.023641166605640834,0.000966412638798775,0.0006624851968101555,100.0,0.0,63.6,3.32264954516723,1.1,0.3,4.4,0.7999999999999999,0
24,0.5485793781037133,0.13764906558344484,0.10380262888370387,0.026991128647764172,0.000964620758306123,0.0005207808254788594,100.0,0.0,62.1,2.022374841615669,1.1,0.3,4.35,0.8529361054615991,0
25,0.5212501578754238,0.14452046618785733,0.10950413274281971,0.027505314449851877,0.0009375754440074001,0.0004841560499330099,100.0,0.0,63.9,2.5475478405713994,1.05,0.21794494717703372,4.15,0.7262919523166976,0
26,0.4920366602498385,0.14291823476475982,0.11534409918557206,0.0275833740037376,0.0009531201144111778,0.0005140769066831751,100.0,0.0,64.15,2.4550967394381837,1.0,0.0,4.05,0.5894913061275798,0
27,0.46827239558037814,0.1335994208011242,0.11984750932180122,0.026322681233419035,0.0010790056772886146,0.0005971629658588847,100.0,0.0,63.0,1.8973665961010275,1.0,0.0,4.25,0.7664854858377946,0
28,0.46495777081472645,0.12793721854546827,0.12006792862817357,0.026322847641642486,0.001180131428237656,0.0007406750598206915,100.0,0.0,63.45,3.0573681492420897,1.075,0.23848480035423641,4.05,0.49749371855331,0
29,0.45451324758155376,0.13440767223174382,0.12200327775917767,0.02843150206547756,0.0012005428481448625,0.0007101733611349845,100.0,0.0,63.55,3.169779172119093,1.0,0.0,4.4,0.7999999999999999,0
30,0.4438043259794037,0.14389637154906504,0.12451212507631775,0.0295778240176987,0.0011914493524181969,0.000605398409437323,100.0,0.0,63.85,2.7069355367278325,1.05,0.21794494717703372,4.3,0.6403124237432849,0
31,0.43201427498623535,0.15796652911725395,0.1268726245586602,0.03155521804433036,0.0012038350769180335,0.0008190659134764413,100.0,0.0,63.25,3.5899164335677787,1.05,0.15,4.1,0.8306623862918074,0
32,0.4132618505148861,0.16014023082920156,0.1312259713386486,0.03090853500058908,0.0011982130107082286,0.0008054751413246228,100.0,0.0,62.8,2.6381811916545836,1.05,0.21794494717703372,4.05,0.5894913061275798,0
33,0.3944198648582965,0.15629087927879626,0.135885369927985,0.029787622648306592,0.0011581299257914044,0.0007867985977112839,100.0,0.0,63.9,3.8327535793473597,1.0,0.0,4.1,0.8888194417315588,0
34,0.3728409618254687,0.1557139540292785,0.14030481610463916,0.029942975559688275,0.0011176547956593817,0.0007505261398890992,100.0,0.0,62.85,3.4536212878658255,1.075,0.23848480035423641,4.35,0.7262919523166975,0
35,0.35592747542180664,0.16652986911740436,0.1447239841699554,0.03354210213815276,0.0009975059395187366,0.0006258078131232521,100.0,0.0,63.95,3.3537292675468007,1.075,0.23848480035423641,4.15,0.4769696007084728,0
36,0.329049409096691,0.14552249610095008,0.15084130601675577,0.030355311178302383,0.0009737160479146359,0.0006479334459956464,100.0,0.0,63.55,3.089902911096076,1.1,0.3,4.35,0.792148975887743,0
37,0.31190282372588973,0.13638480194273764,0.15480305414884002,0.030023679292311152,0.0010811315733013028,0.000801112522010672,100.0,0.0,63.5,2.8548204847240397,1.125,0.3112474899497183,4.3,0.714142842854285,0
38,0.30034128217822836,0.1260567706406258,0.15701248681338947,0.028506746449230045,0.001046594049137629,0.0008200350618417169,100.0,0.0,63.55,2.854382595238418,1.0,0.0,4.3,0.6403124237432849,0
39,0.2982822081552897,0.13070019742035657,0.15766316183614032,0.029116550733270363,0.0010457991201237786,0.0007383732897150824,100.0,0.0,63.5,2.5592967784139455,1.025,0.10897247358851683,4.15,0.653834841531101,0
40,0.28677205453798316,0.13166304558508365,0.16151077170352607,0.030155776434017935,0.0010560615136511234,0.0006950095559596132,100.0,0.0,63.75,3.672533185690771,1.025,0.10897247358851683,3.9,0.6244997998398398,0
41,0.29420804093026337,0.14495434025233855,0.1616641010832581,0.03442030114639883,0.001021044823281169,0.0007072563274852155,100.0,0.0,63.35,2.554897258208243,1.0,0.0,4.05,0.6689544080129826,0
42,0.3091609394133608,0.16543515355515387,0.15888068419365511,0.039511594029636894,0.0010587398358118745,0.0006129700121148224,100.0,0.0,62.85,3.5535193822462827,1.025,0.10897247358851683,4.15,0.7921489758877431,0
43,0.30866441119055904,0.15780715857355312,0.15833377492878326,0.03765725552945373,0.000963254233381612,0.0005126302937684525,100.0,0.0,63.15,3.5252659474144643,1.05,0.21794494717703372,4.35,0.9096702699330126,0
44,0.3014929922544139,0.13394037419879806,0.15821430819042442,0.031458173072782855,0.000900461212087969,0.0005299826486307015,100.0,0.0,64.35,3.4391132578035286,1.05,0.21794494717703372,4.2,1.0770329614269007,0
45,0.2878181693752614,0.12312809556538515,0.16176275046433214,0.03127425425101865,0.0008879608595680329,0.0004785232145598731,100.0,0.0,64.0,3.271085446759225,1.05,0.21794494717703372,4.4,0.66332495807108,0
46,0.28260621425562216,0.1269344712070438,0.16289660130432804,0.032143060020240276,0.0009450775253235007,0.0005132576945128376,100.0,0.0,64.0,2.32379000772445,1.025,0.10897247358851683,4.05,0.5894913061275798,0
47,0.27059576150370757,0.11727624054502254,0.16401220963802085,0.027652937772260636,0.0009719474023435596,0.0005962264555162373,100.0,0.0,62.95,3.3387872049593095,1.075,0.23848480035423641,4.25,0.7664854858377946,0
48,0.25419843191856856,0.11351451186035574,0.16839851141523082,0.02742510250292634,0.0008709060128995227,0.0005954365204041557,100.0,0.0,63.8,3.3406586176980126,1.05,0.21794494717703372,4.0,0.5477225575051661,0
49,0.24257821851168782,0.11459032876119092,0.1726705283929358,0.02916155353447964,0.0008566463120273359,0.00044061950332394687,100.0,0.0,63.2,2.6758176320519302,1.05,0.2179449471770337,4.1,0.6244997998398398,0
50,0.24932698305388362,0.1309089542451495,0.17226362981136858,0.03282310084197463,0.0008882789939548008,0.0005272719018419178,100.0,0.0,64.4,2.8,1.05,0.15,4.0,0.8366600265340756,0
51,0.2542112600493257,0.12795167384987674,0.17068589551093855,0.03223312887678748,0.0009734171776129006,0.0005147837691235522,100.0,0.0,62.7,3.874274125562103,1.125,0.3112474899497183,4.5,0.5916079783099616,0
52,0.2470103637478888,0.11611970834349349,0.17129411761490104,0.030729251628446228,0.000992301883346658,0.00063034489548941,100.0,0.0,64.45,3.2935543110748915,1.0,0.0,4.5,0.9746794344808963,0
53,0.24790832645150934,0.1207685248595775,0.1699204671346634,0.032501590710318426,0.0009840902631637774,0.0006266122329863648,100.0,0.0,62.95,2.376446927663229,1.075,0.23848480035423641,4.35,0.47696960070847283,0
54,0.2504095882943819,0.11044056271833307,0.16869278702534385,0.02954446110012827,0.000988570494827466,0.0006794337741818247,100.0,0.0,62.55,3.5563323804166562,1.1,0.2549509756796392,4.55,0.5894913061275798,0
55,0.26087082652237015,0.12061288449148222,0.16629162276329446,0.03113554920164998,0.0010712880263607717,0.000620917219811284,100.0,0.0,64.05,3.57036412708844,1.05,0.21794494717703372,4.1,0.6244997998398398,0
56,0.27248120795404157,0.1258035737827858,0.1638310428286549,0.031936800859447216,0.0011704602767414155,0.0005888800321172309,100.0,0.0,63.5,3.0083217912982647,1.0,0.0,3.95,0.3840572873934304,0
57,0.2968190416608057,0.13616889560636034,0.15886410667487874,0.031970029603453715,0.0012855810676889973,0.0006634227204777495,100.0,0.0,62.4,3.2619012860600183,1.075,0.23848480035423641,4.35,0.5722761571129799,0
58,0.3301723431427214,0.14772006469574042,0.1508161870855727,0.03318454883791482,0.0013124069507228745,0.0005939060408003258,100.0,0.0,63.25,2.9979159427842537,1.125,0.3112474899497183,4.2,0.6,0
59,0.3518279867067541,0.14777316901518736,0.14559819548308134,0.03148397948056206,0.001146458747386257,0.0007045057261829344,100.0,0.0,62.95,2.4181604578687494,1.1,0.3,4.35,0.7262919523166975,0
60,0.3605221276467299,0.13873730975100265,0.14354294011678184,0.029821013098665788,0.001057922893004821,0.0007942745632196001,100.0,0.0,64.3,2.685144316419511,1.05,0.2179449471770337,4.2,0.6,0
61,0.3738044484530248,0.14637521119920044,0.14051691295808513,0.030591016470748782,0.0010836884363443207,0.0008333134623581837,100.0,0.0,63.6,2.817800560721074,1.05,0.21794494717703372,4.1,0.5385164807134504,0
62,0.3850471989804351,0.16518242263789742,0.13832475372841654,0.034284257693028015,0.0010467408921016085,0.0008237032060856838,100.0,0.0,63.85,2.7253440149823285,1.05,0.21794494717703372,4.05,0.739932429347437,0
63,0.40027230946777353,0.16660571910705743,0.13558585017716845,0.034464311018150014,0.0011178224816951628,0.0006779973438913719,100.0,0.0,62.0,2.6457513110645907,1.1,0.3,4.5,1.0723805294763609,0
64,0.4308075375599724,0.1735539587404685,0.12918824780826724,0.034693280844004803,0.001131603788609248,0.00048303896316766155,100.0,0.0,63.1,3.576310948449533,1.0,0.0,4.25,0.7664854858377946,0
65,0.45063902171081016,0.18007803317462687,0.12476327526787548,0.03598723341870091,0.0011575743192546214,0.00047082524313970267,100.0,0.0,63.95,2.8892040426387333,1.0,0.0,4.25,0.8874119674649424,0
66,0.463347634534362,0.17987037201743733,0.12096551146878629,0.03585332282048655,0.0012457934448543428,0.0006746749912747201,100.0,0.0,63.45,2.5782746168707473,1.1,0.3,4.05,0.739932429347437,0
67,0.4884655894110878,0.18825918445756673,0.11636300499073686,0.03775318360474383,0.0011246461539990774,0.0007678453435444031,100.0,0.0,62.65,3.7719358425084595,1.1,0.3,4.1,0.5385164807134504,0
68,0.5049178840176463,0.20117131937763805,0.11341911720382117,0.04039151471550742,0.0011049328294640154,0.000756854092165471,100.0,0.0,63.15,2.7436289836637897,1.075,0.23848480035423641,4.25,0.6224949798994366,0
69,0.5289944890757141,0.21273378927444364,0.10893035177472583,0.042620076330570675,0.001026816599035483,0.0005925529263063092,100.0,0.0,63.7,2.4919871588754225,1.05,0.21794494717703372,3.95,0.5894913061275798,0
70,0.5506986857805363,0.21057925431508048,0.10460970725099823,0.041458006315227496,0.001036513546105009,0.0007067606631526163,100.0,0.0,64.6,3.3823069050575523,1.05,0.21794494717703372,4.1,0.8306623862918076,0
71,0.5742795156321173,0.20175296921610267,0.09896537574757343,0.039525185133433,0.0011333123851611886,0.0008226514007033816,100.0,0.0,63.8,2.1587033144922905,1.0,0.0,4.2,0.7483314773547883,0
72,0.6072502402301303,0.1898857810149605,0.09155912697978598,0.03720277531203825,0.0011587674283484411,0.0008983613227614328,100.0,0.0,63.4,2.7459060435491964,1.075,0.23848480035423641,4.15,0.7262919523166976,0
73,0.6319061302289897,0.1824810571517068,0.08623442368790742,0.035744261810709624,0.0011720387079740863,0.0009916966864286895,100.0,0.0,62.95,2.747271373563231,1.1,0.3,4.5,0.806225774829855,0
74,0.663191555109631,0.17076225267779807,0.07933242209289114,0.033813163557414296,0.0011391752248956241,0.0009471140106017673,100.0,0.0,63.7,1.8734993995195195,1.125,0.3112474899497183,4.15,0.5722761571129799,0
75,0.6917064686811347,0.16214253356153127,0.0744777295381653,0.033119720159094854,0.000955737198362462,0.0008208995985630209,100.0,0.0,63.35,2.372235232855292,1.2,0.4,4.25,0.7664854858377946,0
76,0.7231417722782174,0.1422881927100402,0.06913222026149943,0.0289454650566698,0.0009207026810144743,0.0006288425579367888,100.0,0.0,63.85,3.1980462785894765,1.125,0.3112474899497183,4.05,0.49749371855331004,0
77,0.7594262931188891,0.1308019094549437,0.06173482887251769,0.027721673573340575,0.0008433509539561692,0.0004923993285610627,100.0,0.0,62.45,2.5975950415721076,1.025,0.10897247358851683,4.45,0.8046738469715541,0
78,0.7897870259822513,0.12716395675104414,0.05604345233479814,0.02664050532376649,0.000750287692843227,0.00035088477500943975,100.0,0.0,63.4,3.2155870381627056,1.125,0.3112474899497183,4.25,0.698212002188447,0
79,0.8099503371543518,0.12409020510010642,0.050722469482874365,0.026945711632296778,0.0007392708584657836,0.0003102454032254777,100.0,0.0,62.65,3.7453304260105007,1.025,0.10897247358851683,4.25,0.698212002188447,0
80,0.8353923027275609,0.10292789102613902,0.044822149106907606,0.02444652087416738,0.0006854996631881395,0.00026642591097695054,100.0,0.0,62.65,3.785168424258028,1.05,0.21794494717703372,4.1,0.5385164807134504,0
81,0.8516228052945813,0.09085673053330441,0.040322216782368206,0.023369501805056217,0.0006713307178665651,0.0002935940365686149,100.0,0.0,63.4,3.1208973068654475,1.0,0.0,4.45,0.5894913061275798,0
82,0.8689347936928536,0.07620103173832671,0.0346583649711862,0.02185442426117662,0.0006790893701583206,0.00023796400674981207,100.0,0.0,63.35,3.1666228067138023,1.025,0.10897247358851683,4.3,0.9539392014169457,0
83,0.8817107070907071,0.06729167658021458,0.03104228696304212,0.02023203665835214,0.0006746560544826465,0.000304547199087097,100.0,0.0,62.5,3.170173496829472,1.0,0.0,4.45,0.6689544080129827,0
84,0.8955259607362992,0.05010387979289454,0.02730466687990634,0.015898182225979992,0.0006805739038033068,0.00030202001414154775,100.0,0.0,64.3,2.5709920264364885,1.025,0.10897247358851683,4.15,0.792148975887743,0
85,0.8973544179365825,0.04647391942907216,0.025905221228300336,0.014652999869181641,0.0007265978475288967,0.000392814088661704,100.0,0.0,62.4,3.4263683398023628,1.125,0.3112474899497183,4.45,0.9205976319760985,0
86,0.9056385820956894,0.047332647247130266,0.023581441796600298,0.013125248717425769,0.0006950851492174585,0.0003699868992494441,100.0,0.0,64.35,2.95423424934449,1.0,0.0,4.15,1.0136567466356647,0
87,0.8992251846844873,0.05409541183836936,0.024697103582434012,0.013086269608957592,0.0007550695681076959,0.0004208216732911862,100.0,0.0,62.75,2.7179955849853767,1.0,0.0,4.25,0.698212002188447,0
88,0.8949848557500386,0.05596141440215523,0.028965185383713437,0.01361604962267701,0.000676782901006521,0.00034380071295776147,100.0,0.0,63.5,2.9748949561287032,1.0,0.0,4.25,0.698212002188447,0
89,0.8800434986600392,0.06229442179502597,0.034213991461743525,0.015936271949696032,0.0006657668669607628,0.000290380410778484,100.0,0.0,64.35,2.393219588754864,1.05,0.21794494717703372,4.2,0.7483314773547883,0
90,0.8591876918602306,0.07376226793929308,0.04019010469880527,0.017913589363458392,0.0006863335161518604,0.0003867769201961059,100.0,0.0,65.3,3.1638584039112754,1.0,0.0,4.0,0.7745966692414834,0
91,0.8382746779980244,0.07020995850741903,0.04595409127583095,0.016626651790502208,0.0007290101804480287,0.0004069897749218739,100.0,0.0,62.15,3.811495769379785,1.2,0.3674234614174767,4.2,0.8717797887081347,0
92,0.8105187991999101,0.07564370034753898,0.0531643466468241,0.016629125919403364,0.0007367478520359906,0.0004181185972813677,100.0,0.0,63.3,3.116087290176577,1.025,0.10897247358851683,4.35,0.6538348415311012,0
93,0.7827644675172438,0.0786127609730587,0.06003715544878189,0.015595172581766212,0.0007104511861434637,0.0004469781042477979,100.0,0.0,64.7,2.8478061731796287,1.05,0.21794494717703372,4.1,0.8306623862918074,0
94,0.7485048818473192,0.07867091069568985,0.06660640807742368,0.015598047858479529,0.0007689845378046451,0.0004512300722757961,100.0,0.0,62.3,3.0182776545573144,1.1,0.3,4.45,0.6689544080129827,0
95,0.714490972647534,0.08370997643300933,0.07317633349043295,0.017060785514145405,0.0008021779302072879,0.0004421878564604639,100.0,0.0,63.65,2.903015673398957,1.0,0.0,4.3,0.5567764362830022,0
96,0.6750295059934891,0.08284257924089976,0.08054246094233994,0.0173719203890034,0.000853106687447285,0.0005184381778236265,100.0,0.0,64.35,3.3507461855533016,1.075,0.23848480035423641,4.0,0.6324555320336759,0
97,0.6440783138959125,0.07852587871715055,0.08599917411842284,0.01622147373510348,0.0009827238137696949,0.000497432589084663,100.0,0.0,63.7,3.3481338085566414,1.15,0.3570714214271425,4.4,0.7348469228349535,0
98,0.6207034854818836,0.08289381895774171,0.09075873941484006,0.016215656080809725,0.0009984240908985553,0.000503697618875146,100.0,0.0,63.25,2.6995369973386176,1.1,0.2549509756796392,4.3,0.7810249675906654,0
99,0.5966574444502137,0.09817155116437305,0.0950441331614524,0.018658813069785788,0.0009727108411855311,0.0004285986748721616,100.0,0.0,62.7,3.536947836765479,1.2,0.4,4.1,0.7681145747868608,0
100,0.5645111365181809,0.1052355179121886,0.10153888943780723,0.018957981454078173,0.0009601063577295233,0.00042507516670315136,100.0,0.0,64.1,2.773084924772409,1.0,0.0,4.25,0.8874119674649424,0
101,0.5263925183406115,0.10986022168057671,0.10863222654122622,0.019297817469628224,0.0009771007635838412,0.00048618200339763156,100.0,0.0,64.75,1.894069692487581,1.025,0.10897247358851683,4.1,0.7681145747868608,0
102,0.49364034312293603,0.11424456313492104,0.11425001220634845,0.021159215598823305,0.0010290081236394672,0.0006062364240824388,100.0,0.0,63.35,3.758656674930553,1.1,0.3,3.9,0.6244997998398398,0
103,0.46923022543174425,0.11633580909768963,0.1190365976052622,0.02233291341638506,0.0010768266762441353,0.0005766710657006541,100.0,0.0,63.95,3.0736785778607367,1.05,0.21794494717703372,4.2,0.6,0
104,0.44108369250203694,0.11061382676306498,0.12484999950500575,0.022266518294490736,0.0010704766812800917,0.000648355004348825,100.0,0.0,64.15,3.5815499438092444,1.15,0.3570714214271425,4.25,0.698212002188447,0
105,0.41493052354977156,0.12219656029352562,0.13048536999011467,0.025260783498299445,0.0010514483162146618,0.0006654301800753449,100.0,0.0,64.3,2.3473389188611007,1.05,0.21794494717703372,4.05,0.804673846971554,0
