generation,mean_fitness,distance_from_optimum,phenotype_variance,population_size,n_parents,median_offspring,max_offspring,extinct
0,0.713486862158028,0.01266429771013974,0.0038012185068697565,100,68,1.0,4,0
1,0.767922215417023,0.005767483610399167,0.0029173991569952018,100,65,1.0,5,0
2,0.7854430532445968,0.004007045108839524,0.0026984695298100103,100,67,1.0,4,0
3,0.8019405516487434,0.00947529632658234,0.0024554858132359867,100,61,1.0,4,0
4,0.8202242303906168,0.016718694905708126,0.002163814653988625,100,62,1.0,5,0
5,0.8279206143501143,0.030848083987306877,0.001529920236476207,100,57,2.0,6,0
6,0.8168735704677021,0.040005892363038933,0.001364808965190891,100,61,1.0,4,0
7,0.7652532716804142,0.05528939333290551,0.0014163777964257397,100,62,1.0,4,0
8,0.7377382198667318,0.06903735931987952,0.0010326544913991506,100,64,1.0,3,0
9,0.6129580326531738,0.09135865328551601,0.0012219680250337647,100,58,1.5,6,0
10,0.48227342907800763,0.11630085680593151,0.0009602055518584566,100,63,1.0,6,0
11,0.3197357417177768,0.14806735300465446,0.0007227220253367395,100,67,1.0,4,0
12,0.18550983224954978,0.18231224921354233,0.0006646308535277682,100,70,1.0,4,0
13,0.0941770851813968,0.21818217598932804,0.0005177743025539913,100,66,1.0,3,0
14,0.06935240349341845,0.22755904650397357,0.0008340230743263198,100,62,1.5,3,0
15,0.06460583548290946,0.2340705252576909,9.121204216617949e-31,100,65,1.0,5,0
16,,,,,,,,1
