generation,mean_fitness_mean,mean_fitness_std,distance_from_optimum_mean,distance_from_optimum_std,phenotype_variance_mean,phenotype_variance_std,population_size_mean,population_size_std,n_parents_mean,n_parents_std,median_offspring_mean,median_offspring_std,max_offspring_mean,max_offspring_std,extinct_count
0,0.6735759407880908,0.03327190827842943,0.017150382811648004,0.007381453416787054,0.004638958459681004,0.00068474244998376,100.0,0.0,63.0,2.9154759474226504,1.15,0.3570714214271425,4.25,0.6224949798994366,0
1,0.7335501610802763,0.033362761002582,0.018442207567877646,0.007954275800944648,0.0034216651498137677,0.00046964268825006847,100.0,0.0,63.8,1.9899748742132402,1.0,0.0,4.35,0.6538348415311012,0
2,0.7789480529085775,0.03806477248504947,0.018212242860939677,0.008593934252147816,0.002625377112798092,0.0004755762148247435,100.0,0.0,63.75,2.947456530637899,1.05,0.2179449471770337,4.05,0.4974937185533099,0
3,0.8104309171764923,0.05586033755931651,0.02117296186673292,0.011944571446583193,0.0020388194543019926,0.000581363977411941,100.0,0.0,62.2,3.1080540535840107,1.125,0.3112474899497183,4.2,0.6782329983125269,0
4,0.8232105002133835,0.049118489648804865,0.02427010469956422,0.010734360365672917,0.0018042849618725744,0.0005428270623971572,100.0,0.0,63.1,2.3853720883753127,1.05,0.21794494717703372,4.2,0.9797958971132711,0
5,0.8357411010907155,0.05336003889317315,0.029476789780915846,0.01140774213987034,0.0014744106108239557,0.0005095477336777161,100.0,0.0,63.6,2.8530685235374214,1.05,0.21794494717703372,4.55,0.9733961166965892,0
6,0.8219232627496369,0.049737079999698716,0.03988853313501494,0.011328225265647482,0.0013101244263557328,0.00045472102585351014,100.0,0.0,63.55,2.4181604578687494,1.075,0.23848480035423641,4.15,0.6538348415311012,0
7,0.8013316947466814,0.05004696297889817,0.049881244769284405,0.011261138193405495,0.001156572532184408,0.0004051219475817084,100.0,0.0,64.05,2.9744747435471695,1.05,0.2179449471770337,4.0,0.5477225575051661,0
8,0.7575685737715423,0.05798369255011757,0.06286977052044891,0.012122041418951903,0.0010083043790310715,0.00026862954045120516,100.0,0.0,64.25,2.118372016431486,1.025,0.10897247358851683,4.3,0.9,0
9,0.6775444450674069,0.06937080883235064,0.08017321629928308,0.01253034152496433,0.0009645139914229316,0.00037788470878615275,100.0,0.0,63.7,2.5317977802344327,1.025,0.10897247358851683,4.4,0.9695359714832658,0
10,0.5906192402762229,0.07106455031846576,0.09664209777066778,0.013265243485486597,0.0009645159618812355,0.00037859230599697973,100.0,0.0,63.1,2.681417535558384,1.125,0.3112474899497183,4.25,0.698212002188447,0
11,0.49177218598574557,0.08871623854006623,0.1152852926987987,0.0179386958336562,0.001046759791689368,0.0004846298235581401,100.0,0.0,64.7,2.3473389188611007,1.0,0.0,4.25,1.0428326807307104,0
12,0.412847043725591,0.11845724277089212,0.13115499530713487,0.024040391201922123,0.0012216042387886207,0.0006993097611640764,100.0,0.0,63.15,3.902242944769072,1.2,0.3674234614174767,3.95,0.49749371855331004,0
13,0.3640124369890648,0.1554358755874262,0.14414219287813526,0.0320710936777305,0.0012487778096535122,0.0007673586577586789,100.0,0.0,62.4,3.916631205513228,1.15,0.3570714214271425,4.45,0.5894913061275798,0
14,0.33787275018861596,0.19927257361720724,0.1537705283286152,0.04188942959888491,0.001018902077328538,0.0005736860203339659,100.0,0.0,62.5,3.427827300200522,1.075,0.23848480035423641,4.15,0.6538348415311012,0
15,0.2676997048782812,0.1686757553285184,0.17004667061701312,0.03890891741485385,0.0006983407679692155,0.000553740792557793,100.0,0.0,62.7,2.8653097563788807,1.1,0.2549509756796392,4.4,0.6633249580710799,0
16,0.19805965544048235,0.11392677662396898,0.18695322149700822,0.0323829915044929,0.0005512250913239167,0.00034925735831541353,100.0,0.0,64.15,3.2905166767545793,1.05,0.21794494717703372,4.0,0.8366600265340756,0
17,0.14950259676408664,0.06682946276228985,0.19851134043992807,0.019833002418350138,0.000910535913670596,0.0011054296958579127,100.0,0.0,63.65,2.5937424698685874,1.05,0.21794494717703372,3.85,0.3570714214271425,0
18,0.14383119314169346,0.08637909417264787,0.20427409567775373,0.025386332795870523,0.0009535565659991001,0.0008004123726963872,100.0,0.0,63.75,2.662235902394827,1.05,0.21794494717703372,4.2,0.8717797887081348,0
19,0.13296704882452925,0.09288103927800348,0.20571150267503047,0.026068509269206157,0.0006376854424030588,0.0007407472696491975,100.0,0.0,63.55555555555556,3.5624932315291993,1.0555555555555556,0.2290614236454256,4.333333333333333,0.5773502691896257,2
20,0.11091003263017404,0.0743481360454768,0.2128315840692852,0.026786955416057183,0.0008071017184017777,0.0012356862685757647,100.0,0.0,62.142857142857146,2.721794126179664,1.0,0.0,4.071428571428571,0.5933302759227196,6
21,0.10012387431485198,0.037929098339253155,0.21682883952463253,0.017975442118107716,0.00042945536174515914,0.0006893422367207282,100.0,0.0,64.3076923076923,2.892553181071256,1.0384615384615385,0.13323467750529824,4.153846153846154,0.6617173282340483,7
22,0.07056738323991983,0.015961421235380035,0.23093067149485713,0.009515626359902987,0.00014235633206332863,0.00017904400648011186,100.0,0.0,65.25,2.7271780286589284,1.0,0.0,4.375,0.6959705453537527,12
