generation,mean_fitness,distance_from_optimum,phenotype_variance,population_size,n_parents,median_offspring,max_offspring,extinct
0,0.7112845578236502,0.01223816621962196,0.003979377275305976,100,58,2.0,5,0
1,0.6107573534889499,0.07528691546250864,0.002892485423313864,100,64,1.0,5,0
2,0.6212957082325841,0.08577023944045864,0.0019837703839122923,100,65,1.0,4,0
3,0.7611259337135762,0.05982876351793521,0.0013309201248192025,100,64,1.0,4,0
4,0.8610720594500413,0.01908502123459664,0.0013804587080130642,100,58,1.0,4,0
5,0.7760554120168607,0.05830545608056355,0.001349673485426186,100,64,1.0,5,0
6,0.5109823575156969,0.11372779616470773,0.0007127337399045444,100,62,1.0,4,0
7,0.30411998464482287,0.15658626139988682,0.0005817519969019488,100,69,1.0,4,0
8,0.35059314245321543,0.14813179241054533,0.0006358582049724056,100,65,1.0,5,0
9,0.6822669886732992,0.08559259169249032,0.0005349070714250441,100,69,1.0,4,0
10,0.9258678604424811,0.016549618070020353,0.0006867106234575212,100,62,1.0,4,0
11,0.7045205621090633,0.07975097057336789,0.000553704787121466,100,62,1.0,3,0
12,0.48084663852962584,0.12143634507127396,0.0005439260399258204,100,65,1.0,4,0
13,0.5333217804077373,0.10987042118235485,0.0005831126449892197,100,64,1.0,5,0
14,0.8009002913809065,0.057443424521090844,0.0007000903304292512,100,63,1.0,4,0
15,0.9103541409719281,0.02568576807435076,0.0006368506103223154,100,56,2.0,5,0
16,0.5777462136760069,0.10217992203977458,0.0005545107977638932,100,64,1.0,4,0
17,0.38031555396338207,0.14023841711066343,0.0006421626256926725,100,63,1.0,4,0
18,0.48316622814337684,0.12007156190099275,0.00042113481788243006,100,65,1.0,4,0
19,0.7744433492392347,0.06671419230294581,0.0005029692070419189,100,70,1.0,4,0
20,0.924551925676299,0.017528251491747696,0.0006698585315972888,100,65,1.0,4,0
21,0.6081806589258675,0.09523400902139374,0.0005999575881022881,100,62,1.0,4,0
22,0.43091328898242215,0.12868992452053743,0.0009332983947363576,100,66,1.0,5,0
23,0.46060087986268805,0.12364921032591812,0.0011122444157827763,100,68,1.0,4,0
24,0.7609567319446087,0.061278600514109285,0.0011532588226517647,100,62,1.0,3,0
25,0.860726336218961,0.0308501842911361,0.0010697917870640642,100,63,1.0,4,0
26,0.6275558931188445,0.08720857168396265,0.0014942053806121212,100,67,1.0,4,0
27,0.476082276267978,0.12171820987883758,0.0015295565282247019,100,65,1.0,4,0
28,0.604839162119716,0.09543762549194916,0.0014570287844471947,100,70,1.0,4,0
29,0.8096029249198858,0.039783006164978305,0.0016368445411173616,100,64,1.0,4,0
30,0.7929340205722915,0.04879452651906949,0.001360226157573152,100,61,1.0,5,0
31,0.5294941926426333,0.10748358823603088,0.0011506752375294515,100,72,1.0,3,0
32,0.30440825399677296,0.15450524364897453,0.0010978936415844934,100,61,1.0,4,0
33,0.3502713073918918,0.1410542811000069,0.001197233452713323,100,65,1.0,5,0
34,0.6399625675891545,0.08393979269290541,0.0012268560127552748,100,60,1.0,5,0
35,0.8847805134924106,0.005393906812475784,0.0012490974904740709,100,67,1.0,5,0
36,0.6619349433582283,0.08212333327706978,0.001129180130845132,100,69,1.0,4,0
37,0.4519188916552242,0.12303120210956975,0.0008511831446626204,100,60,1.0,4,0
38,0.494357241162535,0.11492157306869093,0.000752235523290804,100,63,1.0,5,0
39,0.7248530759100903,0.0702292725770486,0.0010128359177221402,100,70,1.0,5,0
40,0.886421438199711,0.01558127137734029,0.0011951905188373906,100,55,1.0,5,0
41,0.5707307165170268,0.09958189994138145,0.0008994062144072756,100,59,1.0,4,0
42,0.3716282660106202,0.1373015503028746,0.0011933960479090777,100,62,1.0,4,0
43,0.44639589591949436,0.12454273964559057,0.0008509021622372235,100,61,1.0,5,0
44,0.7415492737990647,0.06835984331032162,0.0008391091916974251,100,66,1.0,4,0
45,0.8598346072258637,0.040026582698972926,0.000812245873627266,100,67,1.0,5,0
46,0.5428149400419582,0.10613771378911484,0.0009366935892045234,100,64,1.0,4,0
47,0.3491096311966237,0.1419843844113888,0.0011781833000836404,100,63,1.0,4,0
48,0.4127303204633606,0.12393514558105272,0.0018394430017698322,100,67,1.0,4,0
49,0.6809976351335665,0.0681764609446463,0.0017223994353565745,100,61,1.0,5,0
50,0.8812869215051485,0.01702090676035646,0.0013189005053684615,100,67,1.0,3,0
51,0.6782572266229685,0.08312095139059486,0.0007092074814485057,100,65,1.0,4,0
52,0.42664991874593566,0.1301551966835211,0.000519840181623265,100,62,1.0,5,0
53,0.45507091638949915,0.1219389941594885,0.0009324053753686423,100,60,1.5,4,0
54,0.7735031707602096,0.05909416481282027,0.0009844837844999095,100,56,1.5,5,0
55,0.9077312730704875,0.02429255710570861,0.0008147741901376165,100,62,1.0,5,0
56,0.6379123302409352,0.09194847029333071,0.00045946554248914973,100,66,1.0,4,0
57,0.4126748678791799,0.1327494415001525,0.0006974800671310352,100,64,1.0,5,0
58,0.44437867562186845,0.12642475765813968,0.0009482539900288473,100,60,2.0,4,0
59,0.7439335712044794,0.06553424987445676,0.0010406128265994653,100,61,2.0,4,0
60,0.9002318480945928,0.016230610111977444,0.0009768389040789307,100,62,1.0,5,0
61,0.6416501088782707,0.0880398548400946,0.0008546406698435739,100,62,1.0,4,0
62,0.4303917804326474,0.12714644278597612,0.0007782822787644487,100,67,1.0,3,0
63,0.4444653692211505,0.12486135735978751,0.0007673778391945323,100,67,1.0,4,0
64,0.7546969222064603,0.0666898082170098,0.0006945391166098975,100,57,1.0,6,0
65,0.9092020382267578,0.03198013072035073,0.0004889001329728697,100,67,1.0,3,0
66,0.5962870140132547,0.10031138919458471,0.0004224573380029085,100,67,1.0,4,0
67,0.3560038407251786,0.14428637728725563,0.00036217918388469037,100,68,1.0,4,0
68,0.38388679322724223,0.1383259068256714,0.0003614137812469419,100,71,1.0,3,0
69,0.6756082177331006,0.08488854291372305,0.00043579124636594147,100,70,1.0,4,0
70,0.9556956839214947,0.01339740620703326,0.0003896940010603948,100,58,2.0,4,0
71,0.699559612040929,0.08298435365827789,0.0005679951723597675,100,64,1.0,4,0
72,0.47759696057377843,0.12064185738728521,0.00027220400367202136,100,61,1.0,4,0
73,0.49985572154931246,0.11608812022018734,0.0003798935675338894,100,63,1.0,4,0
74,0.7686660053350834,0.0662400493550183,0.0005058156531522186,100,65,1.0,4,0
75,0.921282890055195,0.027351644570843926,0.0005177777360090526,100,63,2.0,3,0
76,0.629719871835141,0.0940714359424168,0.0007402352638884706,100,63,1.0,5,0
77,0.4232068639922344,0.13134149830175018,0.0004754424258803736,100,64,1.0,4,0
78,0.4909406468263462,0.11788302628911931,0.00057865996825771,100,59,2.0,4,0
79,0.7683378335730842,0.06778682404335769,0.000447952510523428,100,66,1.0,5,0
80,0.8674088213409274,0.0367339375924761,0.0010040369696242757,100,67,1.0,5,0
81,0.5750652392558044,0.10151492690728395,0.0005567044729142836,100,71,1.0,3,0
82,0.3573391550567052,0.14325518712980492,0.000519850320033724,100,60,1.0,5,0
83,0.3779858066877731,0.1388416260827801,0.0006430357205438652,100,61,1.0,4,0
84,0.6677888612364987,0.08449206307949936,0.0006693328693094722,100,65,1.0,4,0
85,0.916017981443335,0.016947349728771478,0.0007621048343270287,100,69,1.0,4,0
86,0.6471254331928971,0.0877616840247968,0.0007193312983360517,100,65,1.0,3,0
87,0.41189263266713816,0.1298437248357646,0.0008027037831651088,100,62,1.0,4,0
88,0.46408966404917706,0.12002491125021982,0.0008762355679154145,100,62,1.0,4,0
89,0.7515644113459206,0.0660425928282845,0.0008129123187703142,100,67,1.0,4,0
90,0.8897531012502147,0.02633439732612199,0.0009613836602791649,100,67,1.0,4,0
91,0.5797895270492477,0.10023532936873741,0.0005982019537354993,100,64,1.0,3,0
92,0.342784973075535,0.14467357272748813,0.0005374964093614203,100,63,1.0,4,0
93,0.41672258111397104,0.12950739465507705,0.0007497501126148461,100,64,1.0,4,0
94,0.6977118793771531,0.07363881007694399,0.001075049986395065,100,63,1.0,4,0
95,0.9362540863661633,0.007529892043704543,0.0006928061506157844,100,60,1.0,5,0
96,0.6839473182509301,0.08374965701888148,0.0004343312938076063,100,67,1.0,4,0
97,0.4226698953975417,0.13052449695908241,0.00034658119221162,100,64,1.0,4,0
98,0.4427356007319549,0.12578473613965122,0.00045690990802096373,100,63,1.0,4,0
99,0.7378277503465226,0.07216040774548776,0.00050007169881225,100,61,1.0,4,0
100,0.9478721751790437,0.013777421373272265,0.0004618231190712585,100,65,1.0,4,0
101,0.6738229737639149,0.08369140248293334,0.0006393410059835794,100,65,1.0,4,0
102,0.4036776739518513,0.13186133280972087,0.0005750491463953645,100,58,1.0,4,0
103,0.4244713618252824,0.12804597177506674,0.0005985641175995189,100,62,1.0,5,0
104,0.716983427256984,0.07653048453941573,0.0004718729655103073,100,63,1.0,5,0
105,0.9569440407950259,0.009219795367156088,0.00044005143392328566,100,67,1.0,4,0
106,0.6739609891988069,0.08698042466460708,0.00024689609320106896,100,63,1.0,5,0
107,0.418260748294415,0.13092171302878522,0.00023562039380182345,100,68,1.0,4,0
108,0.4326693872113712,0.1279841414596057,0.0002785246020190107,100,70,1.0,3,0
109,0.7243024305251413,0.0750382104545076,0.0005092864636028212,100,62,1.0,4,0
110,0.9584697499950283,0.00799364658647047,0.00040739811119631415,100,62,1.0,3,0
111,0.6580392811467627,0.08880048818505636,0.00035774832173696895,100,63,1.0,4,0
112,0.38224054152081793,0.1377878009797008,0.000341328613518746,100,60,1.0,4,0
113,0.3910822528642306,0.13452520065049867,0.0005506581647182415,100,62,1.0,5,0
114,0.6733252792846726,0.08547089356826192,0.0003346563807332185,100,59,1.0,4,0
115,0.9818239156534939,0.003635120784690428,0.00018113980430480145,100,59,1.0,5,0
116,0.7122309093251782,0.08051587632732078,0.00020078187992376393,100,65,1.0,4,0
117,0.4288226152363205,0.12865070397994385,0.00041392863534202306,100,65,1.0,4,0
118,0.44331050693167867,0.1253197917392706,0.0007453627959616406,100,62,1.0,4,0
119,0.710871888771902,0.07498217067357645,0.0007657712109645061,100,62,1.0,5,0
120,0.9294924095176325,0.014833695098979112,0.0007202584030655522,100,60,1.0,5,0
121,0.7304976539220495,0.07691975877539486,0.0003239128646247064,100,64,1.0,4,0
122,0.5268076458535788,0.11242584901965517,0.000328434216785007,100,69,1.0,4,0
123,0.5711676142041734,0.10000832734030109,0.0007962152853158405,100,64,1.0,4,0
124,0.8013457656846444,0.048099930846115975,0.0011593230859593285,100,64,1.0,4,0
