generation,mean_fitness_mean,mean_fitness_std,distance_from_optimum_mean,distance_from_optimum_std,phenotype_variance_mean,phenotype_variance_std,population_size_mean,population_size_std,n_parents_mean,n_parents_std,median_offspring_mean,median_offspring_std,max_offspring_mean,max_offspring_std,extinct_count
0,0.6735759407880908,0.03327190827842943,0.01715038281164811,0.007381453416786998,0.004638958459681004,0.0006847424499837606,100.0,0.0,63.0,2.9154759474226504,1.15,0.3570714214271425,4.25,0.6224949798994366,0
1,0.7356988728562802,0.03366444934522909,0.018825342854102076,0.00832944498680961,0.0033513694216557024,0.00047742313588858607,100.0,0.0,63.8,1.9899748742132402,1.0,0.0,4.35,0.6538348415311012,0
2,0.7793317530118051,0.041913880504874074,0.019804872320142847,0.008171104966357909,0.0025913797725890674,0.0004832174472591501,100.0,0.0,63.75,2.947456530637899,1.05,0.2179449471770337,4.05,0.4974937185533099,0
3,0.8210508137229248,0.0464570907839508,0.019971475868124644,0.009319868880595909,0.0019401172660124908,0.0005144086428224134,100.0,0.0,62.2,3.1080540535840107,1.125,0.3112474899497183,4.2,0.6782329983125269,0
4,0.8473435688406683,0.04649002932787784,0.020997832752417983,0.007654280082008431,0.0015700130224369515,0.0005466989637877977,100.0,0.0,63.1,2.3853720883753127,1.05,0.21794494717703372,4.2,0.9797958971132711,0
5,0.8575707983495257,0.03890348102957856,0.020565150052223483,0.008011603976417913,0.0014578806587363928,0.000557048308590028,100.0,0.0,63.6,2.8530685235374214,1.05,0.21794494717703372,4.55,0.9733961166965892,0
6,0.8683683654545338,0.03820145370013924,0.020199125420036705,0.009414256502168358,0.0012944955733065705,0.0005364996815930114,100.0,0.0,63.55,2.4181604578687494,1.075,0.23848480035423641,4.15,0.6538348415311012,0
7,0.8806172918261861,0.03103416424222573,0.020751877805532042,0.008835832579066585,0.0011229103416291362,0.0004050339030182631,100.0,0.0,64.05,2.9744747435471695,1.05,0.2179449471770337,4.0,0.5477225575051661,0
8,0.8873776087536118,0.03230907628176841,0.022809182093768525,0.009500645257408662,0.0009720416790962689,0.00037549199005468135,100.0,0.0,64.25,2.118372016431486,1.025,0.10897247358851683,4.3,0.9,0
9,0.8874874963187634,0.034617825607877836,0.02361733311901649,0.009491689717348244,0.0009660858098416263,0.00036664346162516354,100.0,0.0,63.7,2.5317977802344327,1.025,0.10897247358851683,4.4,0.9695359714832658,0
10,0.8933995661844463,0.035735046245557615,0.024920659428497877,0.01023986869168239,0.0008424588685000537,0.0003324073221160259,100.0,0.0,63.1,2.681417535558384,1.125,0.3112474899497183,4.25,0.698212002188447,0
