generation,mean_fitness_mean,mean_fitness_std,distance_from_optimum_mean,distance_from_optimum_std,phenotype_variance_mean,phenotype_variance_std,population_size_mean,population_size_std,n_parents_mean,n_parents_std,median_offspring_mean,median_offspring_std,max_offspring_mean,max_offspring_std,extinct_count
0,0.6735759407880908,0.03327190827842943,0.01715038281164811,0.007381453416786998,0.004638958459681004,0.0006847424499837606,100.0,0.0,63.0,2.9154759474226504,1.15,0.3570714214271425,4.25,0.6224949798994366,0
1,0.7341090470765944,0.0336167422559331,0.018526262355274308,0.007330661318312279,0.0034126768954138168,0.00047541034896474843,100.0,0.0,63.8,1.9899748742132402,1.0,0.0,4.35,0.6538348415311012,0
2,0.7771884741739516,0.03649625179394842,0.018369812326602557,0.00792108539106193,0.0026514755354372426,0.00048620919809587215,100.0,0.0,63.75,2.947456530637899,1.05,0.2179449471770337,4.05,0.4974937185533099,0
3,0.816897589311084,0.04778642503505191,0.019830664035954102,0.00796034226714492,0.0020079423285491163,0.0005432282994234882,100.0,0.0,62.2,3.1080540535840107,1.125,0.3112474899497183,4.2,0.6782329983125269,0
4,0.8349163196531849,0.04072891265077831,0.019487920882682246,0.008243267936108759,0.0017560814477038244,0.0004555657595986979,100.0,0.0,63.1,2.3853720883753127,1.05,0.21794494717703372,4.2,0.9797958971132711,0
5,0.856351593141081,0.04342955393785124,0.019042671278072833,0.008322262601222017,0.0014717363861705842,0.0004453023947122552,100.0,0.0,63.6,2.8530685235374214,1.05,0.21794494717703372,4.55,0.9733961166965892,0
6,0.8671982600869713,0.04903426845980473,0.016735091764903783,0.007232114021247272,0.0013761008668277809,0.0005373965863280819,100.0,0.0,63.55,2.4181604578687494,1.075,0.23848480035423641,4.15,0.6538348415311012,0
7,0.8732955287198726,0.046124860872411425,0.017986008163089658,0.007901459454448324,0.001259394245196154,0.0004984160568180445,100.0,0.0,64.05,2.9744747435471695,1.05,0.2179449471770337,4.0,0.5477225575051661,0
8,0.8863877891977925,0.04682386109604065,0.019985048161086066,0.008545612751128466,0.0010491018751493375,0.0004816738874886514,100.0,0.0,64.25,2.118372016431486,1.025,0.10897247358851683,4.3,0.9,0
9,0.8888061496621834,0.04684004258558509,0.01926823586058637,0.007462787236692424,0.001041461914073899,0.0005130561426475523,100.0,0.0,63.7,2.5317977802344327,1.025,0.10897247358851683,4.4,0.9695359714832658,0
10,0.8898037483466295,0.03984577412164688,0.018431357089623353,0.008453546012982078,0.0010337208148796474,0.00047107917586346193,100.0,0.0,63.1,2.681417535558384,1.125,0.3112474899497183,4.25,0.698212002188447,0
11,0.8947425369441374,0.04430737371857357,0.01946920370058422,0.008371089749540003,0.0009568415549337704,0.0004980741579841111,100.0,0.0,64.7,2.3473389188611007,1.0,0.0,4.25,1.0428326807307104,0
