generation,mean_fitness,distance_from_optimum,phenotype_variance,population_size,n_parents,median_offspring,max_offspring,extinct
0,0.6478317658312639,0.005895689721703547,0.005585005316153524,100,61,1.0,4,0
1,0.7053863420606532,0.03947103422006587,0.0033831635639733197,100,62,1.0,5,0
2,0.7253907965804158,0.05316581346605264,0.002595326223791978,100,63,1.0,4,0
3,0.7339158075233684,0.06089190010764925,0.0017430360857430484,100,64,1.0,6,0
4,0.787860206736392,0.05577269470848566,0.0010143473431847455,100,67,1.0,4,0
5,0.8011380438448324,0.05436397242464759,0.0009313613065511637,100,67,1.0,6,0
6,0.8000123822081093,0.05774866908436567,0.000681855243276458,100,65,1.0,4,0
7,0.7721696391134885,0.06347672856737324,0.0007573277990706682,100,62,1.0,3,0
8,0.7450371217511018,0.0701906587227242,0.0006651593326101396,100,65,1.0,3,0
9,0.7274840948274672,0.07250276443500644,0.0008099914430920562,100,66,1.0,3,0
10,0.7590443961997384,0.06493839206291532,0.0008900993591682866,100,63,1.0,4,0
11,0.7676062251162398,0.06243318785643793,0.0009565647608575166,100,65,1.0,6,0
12,0.7708809959886583,0.056041450373887934,0.001459973979574311,100,66,1.0,4,0
13,0.8502030201316408,0.03817883966618675,0.001215072459861307,100,65,1.0,5,0
14,0.847829243387881,0.03991841207515046,0.0011522306059624228,100,61,1.0,4,0
15,0.8582981553657112,0.035079212532885026,0.0011681805336697763,100,67,1.0,4,0
16,0.9102545325159874,0.030301516280370526,0.0005631338776105758,100,67,1.0,3,0
17,0.9070986547863679,0.03330321507469914,0.0005096310846666851,100,63,1.0,4,0
18,0.9225165320329967,0.028043561164498087,0.00046776067660979186,100,64,1.0,6,0
19,0.9407422076761962,0.022198502826581108,0.00039138779008955,100,61,1.0,4,0
20,0.9257079589545879,0.027538867834942398,0.00044049707155064484,100,60,1.0,4,0
21,0.9149906566842276,0.028468279097153715,0.0005468155140645901,100,65,1.0,4,0
22,0.919337904077311,0.02223014681425998,0.0006370792919825305,100,69,1.0,3,0
23,0.9065212011640196,0.015709489470862967,0.0009164753305386263,100,59,2.0,5,0
24,0.9197939283562099,0.013892091073726388,0.0007885006488013987,100,64,1.0,5,0
25,0.9356100889230018,0.013208451448794341,0.0006231868808153069,100,66,1.0,4,0
26,0.9463771989709907,0.007869850070931722,0.0005511041751468268,100,65,1.0,4,0
27,0.9519842076807143,0.0026483845843666694,0.0005107531910207145,100,64,1.0,5,0
28,0.9342825143765,0.01039417595737008,0.0006699328155393813,100,65,1.0,3,0
29,0.9101777707079524,0.016646584872068833,0.0008893393881619258,100,66,1.0,4,0
30,0.9168765165030089,0.025955031957731776,0.0006194350160106727,100,65,1.0,5,0
31,0.8737264022109474,0.03484744023833359,0.0009801565809942716,100,65,1.0,4,0
32,0.8785417753986118,0.03646510633898228,0.0006835379628787046,100,61,1.0,4,0
33,0.8352337478558399,0.05162226102293554,0.0005550319128879932,100,61,1.0,5,0
34,0.8094266705229791,0.05637799382748608,0.0006570156314417784,100,65,1.0,6,0
35,0.8014293557802542,0.055323613828297764,0.0008503103634681917,100,70,1.0,4,0
36,0.8176069115415515,0.04954274670968318,0.0009096819887833124,100,59,1.0,5,0
37,0.7752516936901634,0.05995206405875229,0.0009153444797782765,100,58,2.0,4,0
38,0.723024295957384,0.07167771382570894,0.0009378178595242507,100,63,1.0,4,0
