generation,mean_fitness,distance_from_optimum,phenotype_variance,population_size,n_parents,median_offspring,max_offspring,extinct
0,0.6447280334019405,0.03196372573092941,0.004827938559764183,100,60,2.0,4,0
1,0.7229996188123128,0.03815872814847984,0.003259621760804959,100,71,1.0,3,0
2,0.7241013810062134,0.06539081262865859,0.001797628828735009,100,61,1.0,3,0
3,0.5931155088179081,0.0972333261890202,0.0014063311915223633,100,61,1.0,3,0
4,0.4557079914738014,0.1230860166341084,0.001091240030282686,100,60,2.0,4,0
5,0.31980614012706565,0.150465597913734,0.0009483194616960711,100,60,1.0,7,0
6,0.2080550168700499,0.17826354662225705,0.0012533854207287776,100,61,1.0,4,0
7,0.14868645206980932,0.19596274097562216,0.0011306426205919752,100,66,1.0,5,0
8,0.13688174521836818,0.2002556111500699,0.001157406852031297,100,65,1.0,5,0
9,0.08648326565873336,0.21976421656799092,0.001382621709727972,100,63,1.0,6,0
10,0.08473796451266712,0.22220732302021648,1.5894005035818737e-05,100,67,1.0,4,0
11,,,,,,,,1
