generation,mean_fitness,distance_from_optimum,phenotype_variance,population_size,n_parents,median_offspring,max_offspring,extinct
0,0.7210405013786512,0.02286728607209391,0.003797204541476567,100,61,2.0,3,0
1,0.8180086305009833,0.017065942099901744,0.002187140763436691,100,64,1.0,4,0
2,0.8442614683484018,0.015836921543903152,0.0020117235417909576,100,63,1.0,4,0
3,0.8924853166762877,0.008969525122519714,0.0012421160608020877,100,58,1.5,5,0
4,0.8716428463761043,0.013929446303841098,0.0014386683547846085,100,63,1.0,3,0
5,0.8916405167936715,0.013670282694325967,0.0012036957091032885,100,66,1.0,4,0
6,0.9163375280831122,0.00979978404369479,0.0009013487378992289,100,64,1.0,4,0
7,0.9167945276189946,0.0066067477244094504,0.0009282494866251088,100,63,1.0,4,0
8,0.9297504225185012,0.0008800568369916225,0.0007797630031726238,100,60,1.5,4,0
9,0.9477869130838663,0.0022612913047961175,0.0005596397228917324,100,64,1.0,4,0
10,0.948734202607086,0.0009854788673010564,0.0005489049026756826,100,64,1.0,3,0
11,0.947737291916425,0.0016678950537403518,0.0005498782931140003,100,63,1.0,4,0
12,0.9337492662150733,0.004092714637685046,0.0007020441091280128,100,56,2.0,4,0
13,0.9325741375585105,0.010279652623732266,0.0006760640685369929,100,63,1.0,5,0
14,0.926749934354134,0.009301605957355505,0.0007775325656368003,100,61,1.0,5,0
15,0.9247862056437387,0.012211994625584807,0.0007731531963871524,100,62,1.0,5,0
16,0.9439416602809654,0.009611344748057391,0.0005701752969040436,100,64,1.0,4,0
17,0.9498229664584401,0.0024713641627809877,0.0005540672296364612,100,61,1.0,4,0
18,0.9414275586838449,0.0027728419492666517,0.0006350570961314271,100,65,1.0,4,0
19,0.9348102537526605,0.005473891809018124,0.0007058227989215793,100,62,1.0,6,0
20,0.9193449447716467,0.013901828614526598,0.0008179916215751977,100,62,1.0,5,0
21,0.9082503732740294,0.017007667978506755,0.0009024543740826265,100,63,1.0,4,0
22,0.9097545066642552,0.014521361519571003,0.000906889665627985,100,66,1.0,3,0
23,0.9288890033916214,0.017336352226107625,0.0006389590575646766,100,58,1.0,7,0
24,0.9244974811718683,0.0173541411231663,0.0006949374265939037,100,62,1.0,5,0
25,0.9173415025275767,0.014451468513346985,0.000816652839603421,100,62,2.0,3,0
26,0.943753321313725,0.009847385009888882,0.000559960117047589,100,64,1.0,3,0
27,0.9378138221042002,0.014080758685993337,0.0005945545957013112,100,64,1.0,3,0
28,0.9412221635015753,0.01630810870398842,0.000524094137291079,100,66,1.0,4,0
29,0.9286723346175906,0.01935144436007875,0.00060404192679187,100,62,1.0,3,0
30,0.9237321818027219,0.01758260709803641,0.0007096060636107842,100,63,1.0,4,0
31,0.9459757294859515,0.011802183079934168,0.000493405871371125,100,62,1.5,3,0
32,0.9377930034850165,0.01239995790691975,0.0005780303017389502,100,63,1.0,4,0
33,0.9331759333710982,0.016953917742578796,0.0005956290314579925,100,65,1.0,4,0
34,0.9303166577960188,0.019276628018253538,0.0005537189282285449,100,55,2.0,5,0
35,0.9056297319530041,0.01839030020115332,0.0008880289305928577,100,64,1.0,4,0
36,0.9190259846841502,0.01951265259740026,0.0006800696639797917,100,66,1.0,4,0
37,0.9208994160456876,0.019469166407577343,0.0006503305785711288,100,64,1.0,6,0
38,0.9116083455551687,0.01945480984357229,0.0007576210021570215,100,67,1.0,5,0
39,0.8930565301780982,0.023215458559734795,0.0009340101898046325,100,60,1.0,4,0
40,0.9136877681928921,0.016578495915222525,0.0007912183842199243,100,63,1.0,4,0
41,0.9115031259709852,0.016733420624650167,0.0008125523516407436,100,68,1.0,3,0
42,0.9164854189384829,0.016359989396932426,0.0007596835575472448,100,64,1.0,4,0
43,0.9178215179319238,0.014049441443190756,0.0007770283794450956,100,57,1.0,5,0
44,0.9187158614872724,0.012035715754794745,0.0008014529161533979,100,71,1.0,3,0
45,0.9088377712841218,0.016830684291484398,0.0008460139534983171,100,64,1.0,4,0
46,0.9202414787112909,0.017165975173083332,0.0007114944443726632,100,61,1.0,4,0
47,0.9335928869331366,0.01331185077701049,0.0006261150350886916,100,63,1.0,4,0
48,0.9201336628849711,0.014424536739641025,0.0007684868623817677,100,58,2.0,5,0
49,0.9346379772783601,0.01277099806065376,0.0006176304173023987,100,71,1.0,4,0
50,0.9378877186810116,0.015792663669683668,0.0005435907139616444,100,69,1.0,3,0
51,0.9315628258078377,0.0166354299237063,0.0006655294758077107,100,63,1.0,5,0
52,0.9519706350906055,0.007570290695428933,0.0006898662682269417,100,65,1.0,5,0
53,0.9774797457207234,0.0035187119818807133,0.00022500425300553975,100,62,1.0,4,0
54,0.9688779549118196,0.005825845111531751,0.0003160639593907941,100,59,2.0,5,0
55,0.9618135023551863,0.006623090377227603,0.00040955491875901593,100,67,1.0,3,0
56,0.9670547715836506,0.00422787768706796,0.000338892819825954,100,69,1.0,5,0
57,0.9730307563771192,0.006191922151900924,0.00026587826461105517,100,59,1.0,5,0
58,0.9691058808267546,0.011676478927984393,0.00025294339221604636,100,65,1.0,4,0
59,0.9654968402204257,0.012984859702466102,0.00027410522170036766,100,65,1.0,4,0
60,0.9685970630571752,0.011274194373711494,0.00026147965059572075,100,65,1.0,5,0
61,0.9659601185632389,0.011077967593655178,0.000291884209965917,100,62,1.0,6,0
62,0.9636277304500475,0.011627071767144026,0.0003097060704527953,100,63,1.0,4,0
63,0.9474941431781216,0.01545214248297977,0.00045280656992850596,100,59,1.0,5,0
64,0.955763138160546,0.014413696813694124,0.00036171133174742415,100,59,1.0,4,0
65,0.9408962467864451,0.020008428193936674,0.0004338692161637498,100,60,1.0,6,0
66,0.9270066559482008,0.024851876297011567,0.0004988386496381595,100,66,1.0,4,0
67,0.9414103611393188,0.023291655011272734,0.00035711902466315567,100,56,1.0,4,0
68,0.9295568361363036,0.02565182222872425,0.0004326069025905249,100,59,2.0,4,0
69,0.9353949542962227,0.023577830311403678,0.00042555389470257836,100,61,2.0,3,0
70,0.9445740617522693,0.015418698523939596,0.00047658559406246813,100,65,1.0,4,0
71,0.9398652040726476,0.018036291653261424,0.0004827063345750763,100,64,1.0,4,0
72,0.9422471472926742,0.013135098367808339,0.0005463594555577818,100,62,1.0,4,0
73,0.9348673193360477,0.011824166261292544,0.0006516084641543246,100,61,2.0,3,0
74,0.9266167576380624,0.014749655713309277,0.0006908398831613239,100,64,1.0,4,0
75,0.9138724805214855,0.009527162812933762,0.0009256150105736536,100,64,1.0,4,0
76,0.9176723242142384,0.012140641351886753,0.0008678674364904413,100,64,1.0,4,0
77,0.9260957407895667,0.016703889884943465,0.0006725526282439368,100,60,1.0,6,0
78,0.9185363296717006,0.020101380851850665,0.0006937230837701816,100,64,1.0,4,0
79,0.8876310415626196,0.022997012466284755,0.0011325695280745207,100,60,1.0,6,0
80,0.8857433164433598,0.01972379646248393,0.0011395849178520957,100,62,1.0,4,0
81,0.884852594256857,0.022070553584362624,0.0011006324159203611,100,65,1.0,4,0
82,0.8728985583632546,0.02390532306654201,0.0011718290443045673,100,61,1.0,4,0
83,0.8861520922929749,0.02201622141165359,0.0010332520803826243,100,66,1.0,4,0
84,0.8851995058786806,0.016820927487436486,0.0012240896960144534,100,66,1.0,4,0
85,0.9085138008021758,0.010874701351391482,0.0009715269821264134,100,65,1.0,3,0
86,0.9295231407748084,0.01055156635796604,0.000727390888907873,100,66,1.0,3,0
87,0.9270081511550111,0.010545115048451233,0.0007852232885077227,100,63,1.0,4,0
88,0.9219189432587263,0.01102178055471109,0.0008323237172250069,100,62,1.0,5,0
89,0.9372738235309699,0.011165243526280833,0.0006241466412898408,100,63,1.0,6,0
90,0.9241690377420215,0.010959633518567102,0.0007816670384008175,100,64,1.0,6,0
91,0.922053257666974,0.011303811078945236,0.0007930031049335304,100,65,1.0,3,0
92,0.9099719258774864,0.0051334875198371125,0.0009665668617861385,100,55,1.0,5,0
93,0.9097457125005667,0.008685010784334698,0.0009635364843151636,100,58,2.0,4,0
94,0.9236453078293472,0.002010791317157521,0.0008400979572390078,100,59,1.0,5,0
95,0.9119320749907948,0.003677414528259795,0.0009930733424906388,100,65,1.0,4,0
96,0.9171488061785638,0.009748825210430813,0.0008598639800321949,100,66,1.0,3,0
97,0.8989091375952415,0.011421968268628926,0.0011229166930350409,100,64,1.0,5,0
98,0.9107568486946921,0.01353035048135009,0.0009583383307547825,100,64,1.0,4,0
99,0.9316512332851984,0.008140776385168302,0.0008237905205908155,100,59,2.0,4,0
100,0.879705192955883,0.0040242281242538055,0.0019718746041009335,100,61,1.0,3,0
101,0.9425178121523119,0.007189865138148586,0.0007144256767149131,100,66,1.0,3,0
102,0.9389465318207288,0.013561244660061493,0.0006057878536958485,100,64,1.0,3,0
103,0.9264465923254118,0.02165666882044396,0.0005830193994833513,100,64,1.0,5,0
104,0.9309192156980067,0.023063542973432865,0.000471756833071306,100,63,1.0,5,0
105,0.9374073329930078,0.019363180189121466,0.0004831605461760934,100,62,2.0,3,0
106,0.9241605792268736,0.01750268317449651,0.0007095544522707043,100,64,1.0,4,0
107,0.9417676178293937,0.005110741278243071,0.0006216397295018775,100,63,1.0,4,0
108,0.9444411822090363,0.0006450481737937628,0.0006166085787595025,100,67,1.0,4,0
109,0.9479590718959499,0.001082715506430118,0.0005606813312317025,100,63,1.0,4,0
110,0.9450703048229573,0.001982888694547467,0.0005929703787608399,100,61,1.0,4,0
111,0.9525347836395325,0.005880405000148028,0.0004849332586520742,100,63,1.0,4,0
112,0.9548347546012889,0.004674910646535511,0.0004640905993585329,100,66,1.0,4,0
113,0.9598893971064392,0.007079688508738653,0.0003952919962034035,100,63,1.0,4,0
114,0.9504964514364724,0.006746935402550709,0.0005080716035373587,100,63,1.0,4,0
115,0.9532715161937404,0.006397105724833769,0.0004802317218251803,100,65,1.0,4,0
116,0.9423434745695256,0.008336501245050507,0.0005954840867371971,100,58,1.0,5,0
117,0.9305296217677639,0.007743972480907921,0.0007546536161523847,100,66,1.0,4,0
118,0.9140836571299833,0.008651661804864806,0.0009282529175693156,100,60,1.0,5,0
119,0.91499069095873,0.005749960219721716,0.0009355349497689133,100,62,1.0,4,0
120,0.9221437869722549,0.007636385217734869,0.0008387230417105321,100,64,1.0,5,0
121,0.9290078298566705,0.0064339266620888295,0.0007751183750408087,100,68,1.0,4,0
122,0.9368523195396592,0.007998835849704622,0.000650918418799984,100,59,1.0,4,0
123,0.9356560285709602,0.011777814267275675,0.0006825340155493864,100,62,1.0,4,0
124,0.9396807719291044,0.009870422675352156,0.0006596797925384523,100,66,1.0,4,0
125,0.9688573628977416,0.005043432861697384,0.0003114054173630184,100,64,1.0,4,0
126,0.9734925699825658,0.005936334765100151,0.00025915969787511085,100,70,1.0,4,0
127,0.9539375633600793,0.010721456245572804,0.00046226753307384297,100,66,1.0,4,0
128,0.9473241296220459,0.016924019819432857,0.0004665810418122018,100,67,1.0,3,0
129,0.9559630399486125,0.01369198859902882,0.0004046396509205901,100,65,1.0,5,0
130,0.9609799738439821,0.00859430222626067,0.0004016402386323849,100,65,1.0,4,0
131,0.952019922285074,0.009289143443528892,0.0005099891537151935,100,66,1.0,3,0
132,0.9446208164612645,0.010945551108821816,0.0005883744833705773,100,65,1.0,5,0
133,0.9601866042024715,0.003750164345385494,0.0004315058201150129,100,57,1.0,6,0
134,0.9597812898482231,0.004806461739198687,0.0004369273903366364,100,64,1.0,4,0
135,0.9631229529032627,0.00896838137719048,0.0003764182963109971,100,68,1.0,3,0
136,0.9503776311921202,0.011555688181628998,0.0004972861314545267,100,64,1.0,3,0
137,0.9432192760135143,0.006776967564701897,0.0006369594385066711,100,60,1.0,5,0
138,0.9499801476292028,0.008834098022754828,0.0005353447351206116,100,67,1.0,4,0
139,0.9482053207681915,0.008929190760657566,0.0005594891982952644,100,65,1.0,4,0
140,0.9722638678020046,0.010968357398254623,0.00024198963449987413,100,60,1.0,5,0
141,0.9759671958830871,0.012646760340640087,0.0001691516613495068,100,65,1.0,4,0
142,0.9707167309117876,0.009400331688938494,0.00028026316651677893,100,64,1.0,4,0
143,0.9610028875944523,0.008294182975981756,0.00042352666377625133,100,69,1.0,4,0
144,0.9747331420218844,0.006595538971353228,0.00023681932899355745,100,62,1.0,4,0
145,0.9699853880093328,0.006933754099252964,0.00028604712148206973,100,64,1.0,5,0
146,0.9658337043817518,0.007575363242038195,0.0003273272303313128,100,67,1.0,4,0
147,0.9667421733224063,0.005519133363044593,0.0003294328337704908,100,63,1.0,4,0
148,0.9653261302508634,0.004460716947255751,0.00034658355377754284,100,55,1.0,5,0
149,0.957836835279333,0.007294664090602324,0.0004116986692498405,100,63,1.0,4,0
150,0.9539880350116016,0.004949910828521311,0.0004674010049808447,100,60,1.0,5,0
151,0.9556821410948726,0.007735782062766963,0.0004323835571145803,100,63,1.0,4,0
152,0.9498749657630947,0.01211393353018503,0.00045754672609860634,100,70,1.0,4,0
153,0.9529050932569794,0.010803013854543436,0.0004352378594729461,100,61,1.0,4,0
154,0.9533480330640122,0.015614332111675079,0.0003610553551091603,100,65,1.0,4,0
155,0.9490663069415228,0.014434529643495475,0.0004264178287577292,100,60,1.0,4,0
156,0.946401651672077,0.021982164875270258,0.0003205835342479159,100,68,1.0,4,0
157,0.9228169138025478,0.024181520813640403,0.0006597911812614031,100,62,1.0,4,0
158,0.9268154926141702,0.025315588592620036,0.0004779545942156771,100,59,1.0,5,0
159,0.9239193585688997,0.025700458478987293,0.0005252657124926637,100,60,1.5,4,0
160,0.8921405340320654,0.02568711038872005,0.0009252496891266691,100,62,1.0,5,0
161,0.8999826187410577,0.031300124272089516,0.0006776325096749576,100,69,1.0,3,0
162,0.9078735016297651,0.02832350596734702,0.0006661717109723163,100,62,1.0,3,0
163,0.9219667080400459,0.025727654288330362,0.0005366970057666992,100,58,1.0,4,0
164,0.9302438295124237,0.02748775126979876,0.00040564521016448537,100,59,1.0,6,0
165,0.9287583710347579,0.02499763500399915,0.0004634989102151723,100,63,1.0,3,0
166,0.9072323331495524,0.01995350402202846,0.0009293459194279197,100,66,1.0,4,0
167,0.9239121211996953,0.018999790572681453,0.0006349304781668379,100,67,1.0,4,0
168,0.9082511515601303,0.014886871524417582,0.0008848788822439359,100,61,1.0,6,0
169,0.9129704220668607,0.01523614630566978,0.00081063205531974,100,65,1.0,4,0
170,0.9204782886482507,0.020239645963307115,0.0006385472588720151,100,65,1.0,5,0
171,0.9282120749821351,0.023097201050316117,0.0004900499820147653,100,68,1.0,5,0
172,0.9363310676512054,0.02555408516677846,0.00034449218304625074,100,62,1.0,4,0
173,0.928522583927244,0.02617386480325238,0.00041279091681703045,100,62,1.0,4,0
174,0.9214204827220449,0.01885060393561349,0.0008417693397810855,100,61,2.0,4,0
175,0.9295242528598823,0.01490002764918512,0.0006413211861165275,100,70,1.0,5,0
176,0.9153194640655375,0.012836025906388188,0.0008339430542331704,100,67,1.0,4,0
177,0.9141228910564074,0.0110143754310848,0.0008700533408387633,100,63,1.0,4,0
178,0.9128075660974089,0.006032687347362843,0.0009317007774435951,100,60,1.0,5,0
179,0.9231996125965043,0.010615970642613246,0.0007712125679195786,100,64,1.0,4,0
180,0.9170000888339049,0.021066112158170096,0.0006953697199758645,100,65,1.0,4,0
181,0.901773191789169,0.02025083053492788,0.0008902994237583288,100,65,1.0,4,0
182,0.9078893346763524,0.021145682198597353,0.000808967503689265,100,68,1.0,5,0
183,0.9052830987945807,0.020422961306109898,0.000880771128172283,100,67,1.0,4,0
184,0.8869551883784303,0.03268196867106939,0.0007253168545263124,100,62,1.0,5,0
185,0.8989812243964783,0.02815525458609612,0.0007074699354331097,100,63,1.0,4,0
186,0.9226698869534167,0.02841891941978373,0.00042118769620711914,100,62,1.0,4,0
187,0.9228052541865643,0.025112881436637015,0.0005022982269835477,100,61,1.0,4,0
188,0.912247416333476,0.02809183893421259,0.0005415696182574205,100,66,1.0,4,0
189,0.905156730603566,0.026223180774185853,0.0006814357905597468,100,67,1.0,4,0
190,0.8862949731782066,0.028130704029458515,0.0008686142775117323,100,64,1.0,4,0
191,0.8899818372117335,0.03148517081683788,0.0007401791171964794,100,65,1.0,4,0
192,0.900786342455108,0.028118881760569835,0.0006869850543208446,100,60,1.0,4,0
193,0.8999820278685716,0.026562552790905983,0.0007317707730047477,100,65,1.0,5,0
194,0.8886150274241311,0.0298448988330323,0.0007864067861714217,100,67,1.0,4,0
195,0.9172592019756671,0.0350786340320054,0.0002649148726006092,100,66,1.0,4,0
196,0.9155945035559978,0.03402349612266726,0.00032560372639412366,100,64,1.0,4,0
197,0.9020292863113002,0.03473094161705842,0.0004971350073019827,100,68,1.0,3,0
198,0.8932046511935119,0.035048541237495213,0.0005874230595375592,100,62,2.0,4,0
199,0.9024779237253052,0.033797483821477584,0.0005214856776119805,100,70,1.0,3,0
200,0.9182896696134897,0.028625270642839235,0.00047322179128185494,100,61,1.0,5,0
201,0.9269269223042713,0.025778914432902394,0.00044024311790889873,100,60,1.5,4,0
202,0.9292785624578201,0.026737988331104308,0.00040068119758773264,100,57,2.0,4,0
203,0.9287010366904803,0.028203923800028206,0.000379843472488061,100,66,1.0,4,0
204,0.9178697694055248,0.020676488406358648,0.000668895958990305,100,59,2.0,4,0
205,0.9102666753462668,0.015899994735248578,0.0008639866012141571,100,72,1.0,4,0
206,0.8910571272391578,0.012265779233024273,0.0011560306644715695,100,59,1.0,6,0
207,0.9052615985434201,0.018559625119451268,0.0008802783426731782,100,64,1.0,4,0
208,0.9046540873331917,0.020041263720360445,0.0008507978037772503,100,65,1.0,4,0
209,0.9070635375908015,0.016468899282367343,0.0009108462994913663,100,58,2.0,4,0
210,0.9020838583757046,0.017111152979981736,0.0009557034587093067,100,59,2.0,4,0
211,0.9093622735896075,0.021590647126812756,0.0007840423364718567,100,59,1.0,4,0
212,0.9104312613448107,0.020034472984330812,0.0007847719786827009,100,65,1.0,4,0
213,0.9038170562928517,0.021709840929083384,0.0008267891956403616,100,59,1.0,5,0
