generation,mean_fitness,distance_from_optimum,phenotype_variance,population_size,n_parents,median_offspring,max_offspring,extinct
0,0.6837838854498289,0.010664153069508561,0.004239738844502509,100,62,1.0,4,0
1,0.7226366845605179,0.016769345922870667,0.003444605852677949,100,62,1.0,4,0
2,0.6897266394808294,0.022075477398814103,0.003876285479983025,100,67,1.0,5,0
3,0.7165685685456161,0.020882490272080903,0.003615019279752438,100,62,1.0,4,0
4,0.8346097777685543,0.021001596132319642,0.0019313809560380984,100,63,1.0,3,0
5,0.8589247594616538,0.03351973265827074,0.0011466203226990314,100,65,1.0,4,0
6,0.8190212095009841,0.04996003444465695,0.0008199694807707417,100,66,1.0,3,0
7,0.7323263165535698,0.07099941523206439,0.0007700129531971228,100,63,1.0,5,0
8,0.7231013889410854,0.07092484981411595,0.0009195155191751155,100,66,1.0,5,0
9,0.7068557229778193,0.0703994032443621,0.0014577970794451575,100,63,1.0,4,0
10,0.729976775591927,0.06962368171254205,0.001201291554391441,100,65,1.0,4,0
11,0.7407672442206261,0.07146840576774471,0.0008424133942689558,100,66,1.0,5,0
12,0.6656898600747228,0.08592264228259602,0.0006451555951233127,100,56,2.0,4,0
13,0.5550343211743483,0.1055645707026159,0.0006602534752006082,100,72,1.0,4,0
14,0.5507062714119288,0.10531919246737617,0.0010747790150397005,100,65,1.0,4,0
15,0.5623897932206979,0.10423183543796227,0.0010918080203245664,100,62,1.0,4,0
16,0.5077706196000703,0.11388927002194307,0.0008424027399937798,100,61,1.0,6,0
17,0.4399540550086751,0.12701736299738478,0.0008539137103707446,100,63,1.0,3,0
18,0.47653276774758885,0.11916773681386336,0.0010948990578352421,100,61,1.0,4,0
19,0.40663812225951934,0.1357502067023171,0.0009958969052342571,100,62,1.0,5,0
20,0.3955123628506869,0.13836052167545185,0.0008329650074568266,100,61,1.0,4,0
21,0.3713527615191648,0.14193004894288438,0.0005932529852212416,100,67,1.0,5,0
22,0.31412822224357945,0.15256215008526391,0.0004158659737178565,100,62,1.0,4,0
23,0.3011523715845057,0.15729801637098284,0.0006702206104670454,100,65,1.0,5,0
24,0.37994799752883684,0.14572726576181372,0.0013706732254603901,100,59,1.0,7,0
25,0.47172243439363243,0.12593430493591695,0.0007141931779667775,100,64,1.0,3,0
26,0.40776259469293563,0.13498146439543515,0.00017209882237345344,100,66,1.0,4,0
27,0.3382068289678963,0.14697328787264177,0.0004563129056984582,100,64,1.0,4,0
28,0.3216328084125489,0.15236441881074336,0.0012531859605218675,100,68,1.0,4,0
29,0.4379899570183036,0.1344776274226579,0.002677096522855895,100,60,1.0,6,0
30,0.6664094671231101,0.08904458204633918,0.0028147683734674428,100,60,1.0,5,0
31,0.7381764424564524,0.07422708007419994,0.0009270896452265696,100,63,1.0,5,0
32,0.6898029548278825,0.07971230800634996,0.0006972445548703225,100,60,1.0,4,0
33,0.6099118584880333,0.09533355616884581,0.0008603899835297459,100,62,1.0,4,0
34,0.5482239167091183,0.10769430787567234,0.0008401088215968326,100,64,1.0,4,0
35,0.5302919539209172,0.11287108064445654,0.0007030506247161547,100,68,1.0,5,0
36,0.463950240357258,0.12371691973522081,0.0003547540945456885,100,63,1.0,5,0
37,0.3912542590493471,0.13677041077369106,0.00020776201462377984,100,64,1.0,5,0
38,0.318612360707422,0.15125650548275466,0.00031886489526896533,100,60,1.0,4,0
39,0.24281612152738563,0.1679035076429511,0.000383078149511915,100,62,1.0,4,0
40,0.2267618260833543,0.1739338613523552,0.0008806143500481906,100,69,1.0,3,0
41,0.2795372174007815,0.16149368906083242,0.002277588586445878,100,66,1.0,3,0
42,0.3986303263901898,0.13126930244832033,0.001934624013191412,100,64,1.0,5,0
43,0.37718801694667836,0.13562657312201468,0.0011127689222611003,100,63,1.0,5,0
44,0.3131416630847169,0.14993765621238697,0.0007975935216016214,100,67,1.0,4,0
45,0.2652529556322781,0.162155049432223,0.0003667315238253178,100,66,1.0,4,0
46,0.21287619462619387,0.1757941021662008,0.0004199375201140332,100,63,1.0,4,0
47,0.22767637267720228,0.17543803472135286,0.0009740304390906005,100,60,1.0,4,0
48,0.3392431854597791,0.15196868087804433,0.0016603271069047174,100,64,1.0,3,0
49,0.4199926947778344,0.135930173896797,0.001709869198149597,100,65,1.0,5,0
50,0.5451441328611306,0.10772203673923887,0.0013619467365918137,100,62,1.0,5,0
51,0.5662655560910832,0.10534007624070159,0.0008386769270592576,100,64,1.0,5,0
52,0.5622404516600734,0.10392010235763006,0.0009367792519755764,100,64,1.0,5,0
53,0.5255668247462932,0.1100952311704356,0.0009519679186859684,100,63,1.0,4,0
54,0.4952326684126653,0.1152819130457182,0.000997725956112302,100,62,1.0,4,0
55,0.5325571977120007,0.10854191799378929,0.0015610647745627792,100,62,2.0,3,0
56,0.5372403926112177,0.10935958172451257,0.001407888991495796,100,62,1.0,4,0
57,0.6176995524533327,0.09563716528800513,0.0007241110981934514,100,58,1.5,3,0
58,0.5865043875019754,0.10120557252676426,0.0005308764978684416,100,60,1.5,5,0
59,0.5204629273740148,0.11220980010884257,0.00044948575664958187,100,61,1.0,4,0
60,0.44393522248959677,0.12513197210085816,0.0008614535910399284,100,66,1.0,4,0
61,0.41027193581549076,0.13146687744063212,0.0007567262731002863,100,67,1.0,4,0
62,0.4005123761725249,0.1329129103693209,0.0009746458181281814,100,66,1.0,4,0
63,0.337076474533231,0.14739016879349373,0.0008615618378113069,100,65,1.0,7,0
64,0.3482531298214065,0.14286661864581907,0.0009808006902904934,100,66,1.0,4,0
65,0.32323458373120095,0.1474605487840267,0.0010220341672258616,100,60,1.0,4,0
66,0.29734769385577803,0.15321110954374126,0.0009925916536358034,100,63,1.0,4,0
67,0.28234114777052205,0.15710589425857235,0.0007948493808320725,100,63,1.0,5,0
68,0.25099379720663434,0.1650067363261441,0.0010207690198338,100,64,1.0,4,0
69,0.23689094150086468,0.16820052522126477,0.0011739633158318616,100,61,1.0,5,0
70,0.1983135855362081,0.1780752894190952,0.0014161903756787827,100,61,1.0,4,0
71,0.1930943704295135,0.17654497924113505,0.0014657859865153146,100,63,1.0,4,0
72,0.17031732864550958,0.18099649147634117,0.0019338967738853942,100,66,1.0,4,0
73,0.16758613399933012,0.18428828512216588,0.001685301281822526,100,66,1.0,4,0
74,0.17239126742095562,0.1847529307640886,0.001420543983291942,100,62,1.0,5,0
75,0.16712026957785295,0.18861997825946347,0.0015084162991426927,100,66,1.0,4,0
76,0.17975321918900802,0.18757148578365254,0.0010721213104064268,100,65,1.0,4,0
77,0.18962309750408451,0.18348440095529128,0.0008191011173163019,100,62,1.0,5,0
78,0.18661281867572696,0.1856010308142703,0.0009165267814019271,100,69,1.0,3,0
79,0.20239432810361202,0.18150615140699425,0.0006636377299278338,100,65,1.0,4,0
80,0.1935852790091918,0.18319561284339508,0.00044412577825582217,100,68,1.0,4,0
81,0.1875882955109195,0.18349782570246656,0.0004782448029169353,100,66,1.0,5,0
82,0.177229877433416,0.18825141626295172,0.0005030678385418775,100,62,1.0,3,0
83,0.18884632100904702,0.18689931465240942,0.0006793248111999447,100,67,1.0,4,0
84,0.2508530470662448,0.17414540962328467,0.0008951023103422599,100,60,1.0,4,0
85,0.3019006058955619,0.1593687941898809,0.0008302518818457715,100,64,1.0,4,0
86,0.3190852120258328,0.1551010988808431,0.0006635394568600169,100,67,1.0,4,0
87,0.37228920140491367,0.14193023403849045,0.0008130758652054287,100,65,1.0,5,0
88,0.47132087860775146,0.12168383038523972,0.0008753399304883346,100,64,1.0,5,0
89,0.46565809145821907,0.1227683136572359,0.0006201390967717328,100,67,1.0,4,0
90,0.4507743141361466,0.12570508625252977,0.0005865533208201897,100,65,1.0,3,0
91,0.4552320556267518,0.12403444129484914,0.0005954463826807575,100,65,1.0,3,0
92,0.4678764720345736,0.12093670134425849,0.0008845485173796891,100,64,1.0,6,0
93,0.5009016250632421,0.11381772060055932,0.0010010922053289104,100,63,1.0,4,0
94,0.4937984374782669,0.11579487184941582,0.0009372609589973064,100,67,1.0,4,0
95,0.48353646862152244,0.11712384834130264,0.0010268612034559832,100,64,1.0,5,0
