generation,mean_fitness,distance_from_optimum,phenotype_variance,population_size,n_parents,median_offspring,max_offspring,extinct
0,0.6874648085629864,0.014666446508965139,0.004518267668120935,100,66,1.0,4,0
1,0.5290795132710536,0.08881057017322726,0.0038244364161523032,100,64,1.0,4,0
2,0.37861873823995934,0.1280589168892776,0.0026170843746099693,100,64,1.0,5,0
3,0.1423139213254199,0.19145498417440385,0.00209587765093498,100,64,1.0,4,0
4,0.06249146083220988,0.23540645564427742,9.387357704157396e-05,100,65,1.0,4,0
5,0.08933839315660798,0.2204587568935732,0.0003229950038428941,100,60,1.0,4,0
6,0.13546457371849926,0.2003360157126215,0.00036351218912468117,100,61,1.0,4,0
7,0.26831608111032434,0.16086300744021811,0.00039114024546217397,100,62,1.0,4,0
8,0.3898315602598943,0.135438080861917,0.00039207708283607107,100,68,1.0,4,0
9,0.22692956635879027,0.1739602903085286,0.0003207852220971056,100,62,1.0,4,0
10,0.09884129687587163,0.21441652151827656,0.0009491986594313615,100,62,1.0,4,0
11,,,,,,,,1
