generation,mean_fitness_mean,mean_fitness_std,distance_from_optimum_mean,distance_from_optimum_std,phenotype_variance_mean,phenotype_variance_std,population_size_mean,population_size_std,n_parents_mean,n_parents_std,median_offspring_mean,median_offspring_std,max_offspring_mean,max_offspring_std,extinct_count
0,0.6735759407880908,0.03327190827842943,0.01715038281164832,0.007381453416787082,0.004638958459681004,0.0006847424499837602,100.0,0.0,63.0,2.9154759474226504,1.15,0.3570714214271425,4.25,0.6224949798994366,0
1,0.7377859344518696,0.03661180589166686,0.019251684058618303,0.008254356400149376,0.003315004860841257,0.0005297427114556453,100.0,0.0,63.8,1.9899748742132402,1.0,0.0,4.35,0.6538348415311012,0
2,0.7768087587999755,0.044906537589380506,0.023562103242779436,0.009268870005057871,0.0025616373754991833,0.0004945892158904244,100.0,0.0,63.75,2.947456530637899,1.05,0.2179449471770337,4.05,0.4974937185533099,0
3,0.7797805792605402,0.04340682475107148,0.04025034608166279,0.009629415412959974,0.0020206118268701776,0.0006126817663681149,100.0,0.0,62.2,3.1080540535840107,1.125,0.3112474899497183,4.2,0.6782329983125269,0
4,0.6961972661778413,0.05320888888288292,0.06962214444234045,0.011929483458282984,0.0016193391785070059,0.0005597747390648973,100.0,0.0,63.1,2.3853720883753127,1.05,0.21794494717703372,4.2,0.9797958971132711,0
5,0.5108783984688451,0.08181641643813398,0.110223470930225,0.014996250764182185,0.0013230472507826361,0.00033912887286505363,100.0,0.0,63.6,2.8530685235374214,1.05,0.21794494717703372,4.55,0.9733961166965892,0
6,0.3076961008851603,0.09312388509976784,0.15505252511259815,0.020794207649032746,0.0014596098709417304,0.0005700470171175042,100.0,0.0,63.55,2.4181604578687494,1.075,0.23848480035423641,4.15,0.6538348415311012,0
7,0.1866191823989864,0.10591694271343456,0.18886268411887763,0.02746024549962282,0.0008814898857366323,0.0006491820776498683,100.0,0.0,64.05,2.9744747435471695,1.05,0.2179449471770337,4.0,0.5477225575051661,0
8,0.1142307462101668,0.07088653191465749,0.21342384148554097,0.02533454636747199,0.00042065288408470284,0.00048446252499846523,100.0,0.0,64.14285714285714,1.8070158058105026,1.0,0.0,4.571428571428571,0.82065180664829,6
9,0.06883834281852716,0.015762463521065594,0.23042860256414077,0.008957544676666195,0.0005413953181618506,0.000874018405220308,100.0,0.0,63.5,1.5,1.0,0.0,4.666666666666667,0.9428090415820634,14
10,0.07127102099422766,0.0,0.22983757185668247,0.0,1.0378451284313937e-29,0.0,100.0,0.0,62.0,0.0,1.0,0.0,4.0,0.0,19
