generation,mean_fitness,distance_from_optimum,phenotype_variance,population_size,n_parents,median_offspring,max_offspring,extinct
0,0.6478317658312639,0.00589568972170324,0.005585005316153526,100,61,1.0,4,0
1,0.7052569136848039,0.03232771684546112,0.0036702233830029417,100,62,1.0,5,0
2,0.7841742789654197,0.018570533386964076,0.0026118603681074054,100,63,1.0,4,0
3,0.7995791370173434,0.029658204009061225,0.0021685844217838946,100,64,1.0,6,0
4,0.8486075223985478,0.028498708860331665,0.001493165024514344,100,67,1.0,4,0
5,0.8857754346025414,0.0318311170895143,0.0008264878467642944,100,67,1.0,6,0
6,0.8219642072698613,0.0545474651196798,0.0006216983371778374,100,65,1.0,4,0
7,0.6884104993343011,0.08353555285909524,0.0005012155907118067,100,62,1.0,3,0
8,0.4875950942856521,0.11938736107612966,0.000445393861385103,100,65,1.0,3,0
9,0.3251219655485389,0.15057684281501685,0.0006091831315223618,100,66,1.0,3,0
10,0.19091607375420738,0.18776223719822574,0.0009398582657567043,100,63,1.0,4,0
11,0.19487303854543492,0.18234544738250558,0.0003905850748979655,100,65,1.0,6,0
12,0.07051772960876551,0.23070946293534156,6.541826115395625e-05,100,66,1.0,4,0
13,0.09603087022784065,0.2164756602637757,1.0477058897466563e-30,100,65,1.0,5,0
14,0.053737224488854214,0.2418118824273945,1.6578404961285326e-30,100,61,1.0,4,0
15,,,,,,,,1
