generation,mean_fitness,distance_from_optimum,phenotype_variance,population_size,n_parents,median_offspring,max_offspring,extinct
0,0.7411237313889285,0.00887705470139882,0.0035934980908494552,100,64,1.0,5,0
1,0.7571106075864358,0.021254492147465387,0.0030620292682699305,100,64,1.0,4,0
2,0.778418571220045,0.017252234654076878,0.002746701870652823,100,63,1.0,4,0
3,0.8109654617558383,0.024986156568675214,0.00199217546012604,100,62,1.0,4,0
4,0.815627346166186,0.01821822740453433,0.0021843534984858958,100,62,1.0,4,0
5,0.8248327737995576,0.03524769932288736,0.0016320984168227176,100,66,1.0,3,0
6,0.8176296231032597,0.042523500308332796,0.0013013230047857639,100,60,1.0,5,0
7,0.81592337265904,0.04240422614098128,0.0011645115778583426,100,64,1.0,4,0
8,0.7731256659241562,0.05082489698495339,0.001343503555638218,100,62,1.0,4,0
9,0.7703369433163099,0.05106727113060189,0.0013795768918683099,100,63,1.0,6,0
10,0.7301141288311446,0.05629991571821111,0.0016812191249178893,100,61,1.0,5,0
11,0.7072612373961005,0.06246928119202522,0.0016986911189277522,100,68,1.0,4,0
12,0.6381267680001049,0.07450226429001723,0.0019178343224864653,100,62,1.5,3,0
13,0.6383253303075378,0.07387737276382945,0.0020350035310408863,100,57,2.0,5,0
14,0.6428032798053358,0.07551498939101722,0.0018664938689475254,100,65,1.0,5,0
15,0.6070115002954907,0.08659712768344736,0.0017169810526519408,100,60,1.0,4,0
16,0.5945991276008532,0.09126384174314321,0.0016219241782836527,100,61,1.0,5,0
17,0.5945655419984471,0.09418236114529029,0.0010389932487247487,100,68,1.0,4,0
18,0.5700459605799356,0.09777834127640275,0.0009924105541556727,100,66,1.0,4,0
19,0.5501710732794394,0.10221901208364878,0.000834259438342187,100,63,1.0,4,0
20,0.5001056972030692,0.11399243105874104,0.0005208500457262579,100,64,1.0,4,0
21,0.45087175406862345,0.12246159962115201,0.0005856775975531069,100,68,1.0,4,0
22,0.42389417133228385,0.12668671967753087,0.0009477925989908919,100,66,1.0,4,0
23,0.4727657344461417,0.11268704743067073,0.0019788429080577568,100,62,1.0,4,0
24,0.5610337109997722,0.09946325212934444,0.0021151854196141576,100,61,2.0,3,0
25,0.6524930774785453,0.08425324585684771,0.001740835362286917,100,67,1.0,5,0
26,0.7569741995191887,0.06806771017271697,0.0007614476403174798,100,65,1.0,5,0
27,0.7306110951911513,0.07318630135414102,0.0006005799767306862,100,63,1.0,4,0
28,0.70471643060681,0.07740433303657554,0.0005603298164570671,100,62,1.0,4,0
29,0.6886416422298275,0.07947656996426362,0.0006378824617004238,100,64,1.0,4,0
30,0.6603897403983311,0.08574874581759429,0.0006390955796177428,100,67,1.0,4,0
31,0.6683295536881144,0.0846749592072957,0.0006676368292265354,100,59,1.0,5,0
32,0.6936975724645776,0.07836190349430801,0.0009664354889634212,100,67,1.0,4,0
33,0.7271071081708722,0.07087057517837034,0.0010137358804470724,100,70,1.0,3,0
34,0.7164633254258217,0.07392634818233944,0.0009994289555104235,100,61,1.0,5,0
35,0.7180194682117059,0.07336909316505127,0.0009856004270424987,100,67,1.0,4,0
36,0.7068708644119134,0.076173539424306,0.0009267190703557592,100,65,1.0,4,0
37,0.7031774826350354,0.07824643940610615,0.0008057946646953144,100,63,1.0,4,0
38,0.6974065041580312,0.08184864136421714,0.0005709755986891131,100,60,1.0,4,0
39,0.6753396281843547,0.08542769821103302,0.0005362323018371273,100,61,1.0,4,0
40,0.6434056971286931,0.09094532331792753,0.0004260874282139032,100,68,1.0,4,0
41,0.5913319785474697,0.10085599417040352,0.00032659240586757783,100,61,1.0,4,0
42,0.529085095353582,0.1103893061608202,0.000408400851486136,100,59,1.0,4,0
43,0.48403106386420786,0.1181204221005212,0.0005294849062979608,100,64,1.0,5,0
44,0.456471841593179,0.12329278987543099,0.0003912440055487916,100,67,1.0,7,0
45,0.43563930529038564,0.1268791793035786,0.0005880414188580985,100,63,1.0,4,0
46,0.46477967939712866,0.12087647176551752,0.0009854198055723308,100,62,1.0,3,0
47,0.5057214340124516,0.11072027623434542,0.0013495231382626403,100,62,1.0,5,0
48,0.5318214178792361,0.10693508695135077,0.001270588951692009,100,62,1.0,4,0
49,0.5206810141817416,0.10993238717418426,0.0010750342466036519,100,64,1.0,4,0
50,0.5138157697237734,0.10901505371178874,0.0009134749382499949,100,66,1.0,3,0
51,0.4649468816521874,0.11561258175163232,0.0010593749000570108,100,61,1.0,4,0
52,0.42417421349033857,0.12261853964486195,0.0011951694166447556,100,61,1.0,4,0
53,0.37913497176164945,0.13271145269311033,0.0010658621395399955,100,62,1.0,4,0
54,0.357693492087027,0.13965026167261227,0.0008391344352650533,100,67,1.0,4,0
55,0.3321213609725933,0.14763247720563427,0.0005989763599525954,100,71,1.0,4,0
56,0.3236114105456449,0.15011249314409333,0.0005410896439884888,100,62,1.0,4,0
57,0.3049296304006664,0.15518690556430637,0.0005049989183236336,100,66,1.0,4,0
58,0.29993437517637633,0.15701929752085955,0.0005924922234600895,100,64,1.0,4,0
59,0.33062166554131805,0.14952643608609362,0.0004091869412433028,100,60,1.0,5,0
60,0.3069742447268683,0.1541477722186419,0.00038992679741373386,100,62,1.0,3,0
61,0.2913969358466566,0.15730090270599004,0.0004429712023224712,100,67,1.0,4,0
62,0.25184961352969976,0.16643456311204216,0.0002728763943237564,100,58,2.0,4,0
63,0.2337746999329205,0.1702964529214331,0.00038621690422142337,100,56,2.0,4,0
64,0.23002713245920955,0.1716762941615915,0.0005039963286720783,100,64,1.0,4,0
65,0.24657018392197375,0.16939525911704711,0.0008459940387191283,100,61,1.0,4,0
66,0.3130885001366749,0.15582958617727677,0.0012616693900995026,100,65,1.0,3,0
67,0.3715509712290357,0.143308383745896,0.0015161365314491865,100,66,1.0,5,0
68,0.41900381933544134,0.13503153461091366,0.001247852919868522,100,62,1.0,4,0
69,0.4504152455828624,0.12434102592529904,0.0010535003457347951,100,65,1.0,4,0
70,0.4293687215693339,0.12305701765226042,0.0012999804065006468,100,65,1.0,3,0
71,0.45464329249459495,0.11953401501698022,0.0013793843549746946,100,64,1.0,4,0
72,0.46583783182621047,0.11518345796478276,0.0016040221052440766,100,62,1.0,4,0
73,0.4976635845328349,0.11146006018509672,0.0015588075324918464,100,65,1.0,4,0
74,0.5591776127362135,0.10338572282290202,0.0012619665084446588,100,63,1.0,4,0
75,0.6498742336908666,0.0874317670735619,0.001166546019540846,100,61,1.0,4,0
76,0.7047201466953276,0.07589920059505151,0.0008700739248490195,100,66,1.0,4,0
77,0.6974065272901879,0.07700027158821492,0.0008685454492310495,100,66,1.0,4,0
78,0.7372833545665628,0.06624123948740583,0.0011468177803501995,100,61,1.0,5,0
79,0.7523918371419138,0.061636075797566955,0.0012159362787475872,100,69,1.0,4,0
80,0.7202750827128704,0.06758416651059282,0.0012484329278258037,100,69,1.0,4,0
