generation,mean_fitness_mean,mean_fitness_std,distance_from_optimum_mean,distance_from_optimum_std,phenotype_variance_mean,phenotype_variance_std,population_size_mean,population_size_std,n_parents_mean,n_parents_std,median_offspring_mean,median_offspring_std,max_offspring_mean,max_offspring_std,extinct_count
0,0.6735759407880908,0.03327190827842944,0.01715038281164812,0.007381453416786999,0.004638958459681004,0.0006847424499837604,100.0,0.0,63.0,2.9154759474226504,1.15,0.3570714214271425,4.25,0.6224949798994366,0
1,0.7354498780069111,0.03332239453820373,0.01877027699573578,0.006896098016021111,0.0033852776476271744,0.0004948264178550294,100.0,0.0,63.8,1.9899748742132402,1.0,0.0,4.35,0.6538348415311012,0
2,0.7793101876146844,0.0363942032232711,0.018241555855313583,0.00846642348141104,0.0026243602612702325,0.0005034796738798199,100.0,0.0,63.75,2.947456530637899,1.05,0.2179449471770337,4.05,0.4974937185533099,0
3,0.8195721535903022,0.04457425186742356,0.018378835755991942,0.007431960012636586,0.0020007824538052867,0.0004890762688789087,100.0,0.0,62.2,3.1080540535840107,1.125,0.3112474899497183,4.2,0.6782329983125269,0
4,0.8329073193827389,0.04735140711764469,0.016409755355171276,0.007295815478399435,0.0018268976245528344,0.000562503821921537,100.0,0.0,63.1,2.3853720883753127,1.05,0.21794494717703372,4.2,0.9797958971132711,0
5,0.8484575036084191,0.04602771585182655,0.01564000104393414,0.007339812737690106,0.0016413246509872146,0.0005488104465657745,100.0,0.0,63.6,2.8530685235374214,1.05,0.21794494717703372,4.55,0.9733961166965892,0
6,0.8588715524626052,0.049468106791821675,0.015749650702190966,0.00857850839580704,0.001483961127282617,0.0005701161868736167,100.0,0.0,63.55,2.4181604578687494,1.075,0.23848480035423641,4.15,0.6538348415311012,0
7,0.8667018544654148,0.046284901133437105,0.017195295073015145,0.008177118102699207,0.0013557813457498278,0.0005443364516507161,100.0,0.0,64.05,2.9744747435471695,1.05,0.2179449471770337,4.0,0.5477225575051661,0
8,0.8767883915242634,0.044661202778082006,0.016623484357505568,0.009908124519904313,0.0012101634074403206,0.0005129151617165714,100.0,0.0,64.25,2.118372016431486,1.025,0.10897247358851683,4.3,0.9,0
9,0.8840993912111331,0.04393687137182399,0.016599034936295713,0.009325536625720336,0.0011231567379076308,0.0004708803556183687,100.0,0.0,63.7,2.5317977802344327,1.025,0.10897247358851683,4.4,0.9695359714832658,0
10,0.8846310560375116,0.043403739695338575,0.01742570149400941,0.00865535482798713,0.0011165305482060438,0.0005115623671762475,100.0,0.0,63.1,2.681417535558384,1.125,0.3112474899497183,4.25,0.698212002188447,0
11,0.8895014838643345,0.0427010761146194,0.01832790955492763,0.009068835844333616,0.0010275130186877875,0.0004951272847892308,100.0,0.0,64.7,2.3473389188611007,1.0,0.0,4.25,1.0428326807307104,0
12,0.8934395617323917,0.03900714638310756,0.019788631350268183,0.009240836729050106,0.0009535317361568099,0.00045127204020337867,100.0,0.0,63.15,3.902242944769072,1.2,0.3674234614174767,3.95,0.49749371855331004,0
13,0.8948582185542889,0.040063109492064417,0.020206139873315942,0.009766276815630012,0.0009175491346775656,0.0004713635733703258,100.0,0.0,62.4,3.916631205513228,1.15,0.3570714214271425,4.45,0.5894913061275798,0
14,0.8995265989890193,0.03821470404880432,0.01988012103153107,0.009334613000624898,0.0008817545154541463,0.0004411434161041067,100.0,0.0,62.5,3.427827300200522,1.075,0.23848480035423641,4.15,0.6538348415311012,0
15,0.9061345678313366,0.03724500056240608,0.019480874401009353,0.009042235625949493,0.0008049428013763491,0.0004283831817122615,100.0,0.0,62.7,2.8653097563788807,1.1,0.2549509756796392,4.4,0.6633249580710799,0
16,0.9017808743502499,0.038264906510955723,0.020139031833388547,0.0087509495168034,0.0008621746344932556,0.0004324687879878263,100.0,0.0,64.15,3.2905166767545793,1.05,0.21794494717703372,4.0,0.8366600265340756,0
17,0.906015946757836,0.03603600611754351,0.02007074715532796,0.010327281153604454,0.0007906884508215967,0.0003898001594564974,100.0,0.0,63.65,2.5937424698685874,1.05,0.21794494717703372,3.85,0.3570714214271425,0
18,0.9111653156562379,0.03547710270576668,0.020338367089480277,0.010750649594672704,0.0007229214503824769,0.00036500555460344396,100.0,0.0,63.75,2.662235902394827,1.05,0.21794494717703372,4.2,0.8717797887081348,0
19,0.9073507344348386,0.03643964766679233,0.020785328708259887,0.011663684177971492,0.0007488396177031705,0.000331323064186265,100.0,0.0,63.1,3.766961640367472,1.1,0.3,4.4,0.6633249580710799,0
20,0.9072487231094464,0.037527573153817516,0.02190061356335266,0.011596455346704048,0.0007340502789847382,0.00033166281007130044,100.0,0.0,62.5,2.5592967784139455,1.0,0.0,4.25,0.6224949798994366,0
21,0.9104856067551828,0.041286155978537624,0.02259529249873232,0.012488398053612295,0.0006688387463713971,0.0003511981971964003,100.0,0.0,64.4,2.615339366124404,1.025,0.10897247358851683,4.15,0.653834841531101,0
22,0.908428630296909,0.04018479288655722,0.023604479922010833,0.011448368643731539,0.0006844827841197013,0.0003490771054599785,100.0,0.0,64.3,3.287856444554719,1.0,0.0,4.1,0.7000000000000001,0
23,0.908676023565189,0.036738063306966426,0.025344005392640923,0.00993505817159575,0.0006526117637110832,0.0003241565794364552,100.0,0.0,63.6,3.32264954516723,1.1,0.3,4.4,0.7999999999999999,0
24,0.9039538215031391,0.03533296096150397,0.026266424862917977,0.008504870229159994,0.0006923180514177981,0.0003397963125021749,100.0,0.0,62.1,2.022374841615669,1.1,0.3,4.35,0.8529361054615991,0
25,0.9044909692792027,0.03263779544414876,0.02767828602124245,0.008229558118107353,0.0006436241175467971,0.0002959427129446967,100.0,0.0,63.9,2.5475478405713994,1.05,0.21794494717703372,4.15,0.7262919523166976,0
26,0.9081926043914013,0.03074045470474694,0.027114574842239947,0.008692599585825965,0.0006082905407527789,0.0002874153202067382,100.0,0.0,64.15,2.4550967394381837,1.0,0.0,4.05,0.5894913061275798,0
27,0.9055938466062876,0.029375654180049313,0.028163290386239874,0.00903373185721795,0.0006071617431215398,0.0003012283170776094,100.0,0.0,63.0,1.8973665961010275,1.0,0.0,4.25,0.7664854858377946,0
28,0.8989819862430967,0.028540724188907504,0.029488969102834606,0.009907933916251223,0.0006381968457268839,0.0002745209950678754,100.0,0.0,63.45,3.0573681492420897,1.075,0.23848480035423641,4.05,0.49749371855331,0
29,0.8940923815702468,0.03526284525769936,0.030891298325786538,0.010010404809096008,0.0006631876246314946,0.00029891498930405264,100.0,0.0,63.55,3.169779172119093,1.0,0.0,4.4,0.7999999999999999,0
30,0.8896641648387321,0.038980456278076094,0.0320747223157806,0.010919516295135826,0.0006708036748280446,0.00033923051764511844,100.0,0.0,63.85,2.7069355367278325,1.05,0.21794494717703372,4.3,0.6403124237432849,0
31,0.8854538902775975,0.04077307535774032,0.03563416129484083,0.010304189625401937,0.0006069366827149363,0.0002716766272856385,100.0,0.0,63.25,3.5899164335677787,1.05,0.15,4.1,0.8306623862918074,0
32,0.8841143558260262,0.04232421764619046,0.03660286033692463,0.010205067590120596,0.0005787011268404843,0.00029787546526053416,100.0,0.0,62.8,2.6381811916545836,1.05,0.21794494717703372,4.05,0.5894913061275798,0
33,0.8830299914768341,0.04216269100250802,0.03749318218361278,0.010138988037768845,0.0005588999033376828,0.00023794785674468815,100.0,0.0,63.9,3.8327535793473597,1.0,0.0,4.1,0.8888194417315588,0
34,0.876403799440076,0.04373520179642177,0.03918716610741244,0.011583580948565089,0.0005613436101007818,0.00022846876698954616,100.0,0.0,62.85,3.4536212878658255,1.075,0.23848480035423641,4.35,0.7262919523166975,0
35,0.8744251046699418,0.04907693797810743,0.03788501746108978,0.014263349104358699,0.0006008784836778143,0.0002492200241241282,100.0,0.0,63.95,3.3537292675468007,1.075,0.23848480035423641,4.15,0.4769696007084728,0
36,0.8695105255737614,0.05813755263926305,0.03939208886346552,0.01618776873347255,0.0005694239707071918,0.0002472031060855194,100.0,0.0,63.55,3.089902911096076,1.1,0.3,4.35,0.792148975887743,0
37,0.8612266385262979,0.060774809347225796,0.04145629303006532,0.015981356871499375,0.0005923695814266286,0.000229684396572531,100.0,0.0,63.5,2.8548204847240397,1.125,0.3112474899497183,4.3,0.714142842854285,0
