generation,mean_fitness_mean,mean_fitness_std,distance_from_optimum_mean,distance_from_optimum_std,phenotype_variance_mean,phenotype_variance_std,population_size_mean,population_size_std,n_parents_mean,n_parents_std,median_offspring_mean,median_offspring_std,max_offspring_mean,max_offspring_std,extinct_count
0,0.6735759407880908,0.03327190827842944,0.017150382811648112,0.007381453416787,0.004638958459681004,0.0006847424499837608,100.0,0.0,63.0,2.9154759474226504,1.15,0.3570714214271425,4.25,0.6224949798994366,0
1,0.7360247437188381,0.03257620341205134,0.01829552809578325,0.007941891568779816,0.0033748969839652804,0.00045813438358570873,100.0,0.0,63.8,1.9899748742132402,1.0,0.0,4.35,0.6538348415311012,0
2,0.7841794625107589,0.04191364803866705,0.017643243018037665,0.008975099264930782,0.0025330296599641055,0.0005188708959143208,100.0,0.0,63.75,2.947456530637899,1.05,0.2179449471770337,4.05,0.4974937185533099,0
3,0.8208044947643292,0.04062388251535343,0.016522567251747933,0.008581913522208055,0.0020052599098592102,0.0004471261134842826,100.0,0.0,62.2,3.1080540535840107,1.125,0.3112474899497183,4.2,0.6782329983125269,0
4,0.8424922388566743,0.03953522861949872,0.015061536142024915,0.007631156869611942,0.0017312884175171152,0.0004743748418773517,100.0,0.0,63.1,2.3853720883753127,1.05,0.21794494717703372,4.2,0.9797958971132711,0
5,0.8486186479581223,0.03789615606659573,0.015645758545784972,0.007115234804461926,0.001650426071477309,0.0005123402103645591,100.0,0.0,63.6,2.8530685235374214,1.05,0.21794494717703372,4.55,0.9733961166965892,0
6,0.8626830862531542,0.04147934547352767,0.01625069742022143,0.009050100942011825,0.0014156113540661785,0.0005002630614811651,100.0,0.0,63.55,2.4181604578687494,1.075,0.23848480035423641,4.15,0.6538348415311012,0
7,0.8749627762547616,0.03580066348710971,0.016506213935255764,0.009310874798299043,0.001244150649701174,0.0004271376507386256,100.0,0.0,64.05,2.9744747435471695,1.05,0.2179449471770337,4.0,0.5477225575051661,0
8,0.8839689721936365,0.03403740234698905,0.017134563361103725,0.00924145492189745,0.0011236825206544841,0.0004122870628595174,100.0,0.0,64.25,2.118372016431486,1.025,0.10897247358851683,4.3,0.9,0
9,0.882499017075261,0.03953520799992399,0.01830928024866802,0.009917638099627151,0.0011260539857921366,0.00044894515802561074,100.0,0.0,63.7,2.5317977802344327,1.025,0.10897247358851683,4.4,0.9695359714832658,0
10,0.8896726958469561,0.031700272484999764,0.01804589886576451,0.010486671974480567,0.0010409291879906787,0.00035827340167011274,100.0,0.0,63.1,2.681417535558384,1.125,0.3112474899497183,4.25,0.698212002188447,0
11,0.8906590794932457,0.03380244134367926,0.018879764600079167,0.010558358634207086,0.0010301468372746854,0.00036889367380577845,100.0,0.0,64.7,2.3473389188611007,1.0,0.0,4.25,1.0428326807307104,0
12,0.8931794014662054,0.03342071072477552,0.020824746893749767,0.010754908617976778,0.0009318386546780163,0.0003404014736391842,100.0,0.0,63.15,3.902242944769072,1.2,0.3674234614174767,3.95,0.49749371855331004,0
13,0.8925120381784843,0.03352907270704285,0.022113701352496146,0.011468743294041324,0.0009088161092580835,0.0003060118088157742,100.0,0.0,62.4,3.916631205513228,1.15,0.3570714214271425,4.45,0.5894913061275798,0
14,0.8978338871340463,0.03431187843556364,0.020952539333083088,0.011024427041504395,0.0008696781921485666,0.00028458938104516566,100.0,0.0,62.5,3.427827300200522,1.075,0.23848480035423641,4.15,0.6538348415311012,0
15,0.9011795297822356,0.035049496571659476,0.020499841445665197,0.012423231055596805,0.0008139890218723699,0.00026114728104122934,100.0,0.0,62.7,2.8653097563788807,1.1,0.2549509756796392,4.4,0.6633249580710799,0
16,0.9073933008264277,0.03632037936661476,0.02058167342155197,0.011740231166461607,0.0007507342123966585,0.00028424944036293387,100.0,0.0,64.15,3.2905166767545793,1.05,0.21794494717703372,4.0,0.8366600265340756,0
17,0.9046621182437841,0.04376066813366137,0.021958122832904544,0.013219021691178631,0.000739717020260123,0.0003292490561573806,100.0,0.0,63.65,2.5937424698685874,1.05,0.21794494717703372,3.85,0.3570714214271425,0
18,0.9014435430290504,0.047572142958672604,0.0234702297404126,0.013475159579424646,0.0007461477884577195,0.000356311345547305,100.0,0.0,63.75,2.662235902394827,1.05,0.21794494717703372,4.2,0.8717797887081348,0
19,0.8986659441673064,0.04728493705426665,0.024115968348906964,0.014004157406550765,0.0007592291279411092,0.0003712890014025617,100.0,0.0,63.1,3.766961640367472,1.1,0.3,4.4,0.6633249580710799,0
20,0.8997074124470508,0.05150367001662679,0.024610768759947745,0.014407046975971945,0.000727518814483181,0.00034263885854840553,100.0,0.0,62.5,2.5592967784139455,1.0,0.0,4.25,0.6224949798994366,0
21,0.8975230568150255,0.0497140949088554,0.025005161112579544,0.013967478069165932,0.000748414170139237,0.0003360757381469076,100.0,0.0,64.4,2.615339366124404,1.025,0.10897247358851683,4.15,0.653834841531101,0
22,0.8988861056890481,0.04868676460445022,0.025255320545233013,0.013233312771310858,0.0007341407265144486,0.0003615976773761856,100.0,0.0,64.3,3.287856444554719,1.0,0.0,4.1,0.7000000000000001,0
23,0.8979722318432468,0.045432671682001706,0.024969396104350013,0.011286538020091866,0.0007949571535164809,0.00043550764322668607,100.0,0.0,63.6,3.32264954516723,1.1,0.3,4.4,0.7999999999999999,0
24,0.8941526959236705,0.0376069045642994,0.0260267417812386,0.009860215109545227,0.0008115055019939105,0.00037750858266361303,100.0,0.0,62.1,2.022374841615669,1.1,0.3,4.35,0.8529361054615991,0
25,0.8912939302325833,0.03568128378903052,0.027323955665073014,0.010123099556049585,0.0007995251400183705,0.00033904478834789655,100.0,0.0,63.9,2.5475478405713994,1.05,0.21794494717703372,4.15,0.7262919523166976,0
26,0.896593505151219,0.032524448112570534,0.027763321834379028,0.009324300907986789,0.0007297762494499827,0.0002830120507871566,100.0,0.0,64.15,2.4550967394381837,1.0,0.0,4.05,0.5894913061275798,0
27,0.8985686987527431,0.030173869516970413,0.029012152669605863,0.007875598918439764,0.0006741343311894726,0.0002399898351465612,100.0,0.0,63.0,1.8973665961010275,1.0,0.0,4.25,0.7664854858377946,0
28,0.897441877605042,0.027153991902042558,0.029925005729665034,0.00730851968475172,0.0006737611143700078,0.00022181512748905468,100.0,0.0,63.45,3.0573681492420897,1.075,0.23848480035423641,4.05,0.49749371855331,0
29,0.8941453835745408,0.026458945152784057,0.03114787044444296,0.007441386144539231,0.0006724851581578596,0.00021289521623404784,100.0,0.0,63.55,3.169779172119093,1.0,0.0,4.4,0.7999999999999999,0
30,0.893755972849339,0.028362578943117184,0.031184178048881968,0.007968105940388338,0.0006731652183794572,0.0002626440982372887,100.0,0.0,63.85,2.7069355367278325,1.05,0.21794494717703372,4.3,0.6403124237432849,0
31,0.8939886856363793,0.028595626618743843,0.0314723716636914,0.007912236192252975,0.0006603538212961207,0.00026436070607784154,100.0,0.0,63.25,3.5899164335677787,1.05,0.15,4.1,0.8306623862918074,0
32,0.8914779755859564,0.029231430947239827,0.03188116162241565,0.009301091080278857,0.0006597061215098101,0.00021749665356222145,100.0,0.0,62.8,2.6381811916545836,1.05,0.21794494717703372,4.05,0.5894913061275798,0
33,0.8840203523462614,0.0351930413653254,0.03286534077452417,0.010203753208954225,0.0007097587657678742,0.0002895337603180583,100.0,0.0,63.9,3.8327535793473597,1.0,0.0,4.1,0.8888194417315588,0
34,0.881610809249384,0.035879755126973785,0.03565940694496479,0.01027895280092027,0.0006409756991084912,0.00025167915869805864,100.0,0.0,62.85,3.4536212878658255,1.075,0.23848480035423641,4.35,0.7262919523166975,0
35,0.8740445157057459,0.0398718546793682,0.035496777117551406,0.011045745107037723,0.0007332350029755066,0.00030434380454888855,100.0,0.0,63.95,3.3537292675468007,1.075,0.23848480035423641,4.15,0.4769696007084728,0
36,0.8784253738916078,0.0398398412036709,0.03452223080589204,0.010753635457809042,0.0007043444112467432,0.00034081290710707355,100.0,0.0,63.55,3.089902911096076,1.1,0.3,4.35,0.792148975887743,0
37,0.8762819116334137,0.04196649952606307,0.03554411201984205,0.01158298230277599,0.0006923019389005914,0.0003479045380324612,100.0,0.0,63.5,2.8548204847240397,1.125,0.3112474899497183,4.3,0.714142842854285,0
38,0.8747890964676543,0.036201773021339985,0.036371029602558703,0.010969122206490078,0.0006783620722474491,0.0003320417093564458,100.0,0.0,63.55,2.854382595238418,1.0,0.0,4.3,0.6403124237432849,0
