generation,mean_fitness,distance_from_optimum,phenotype_variance,population_size,n_parents,median_offspring,max_offspring,extinct
0,0.6553184025656549,0.018371603498252714,0.0045913393671590565,100,63,1.0,5,0
1,0.7327128529615878,0.010331203107042221,0.003253155170661696,100,63,1.0,4,0
2,0.7450676464782638,0.028082570128563814,0.002758431010454745,100,62,1.0,4,0
3,0.7519498742105764,0.03794478900334303,0.0024303423022840236,100,64,1.0,4,0
4,0.7212524719545033,0.055629795727839076,0.0022981061516259144,100,62,1.0,8,0
5,0.7247513945723211,0.06507003403222575,0.0017185704141212184,100,67,1.0,5,0
6,0.7098476328238597,0.07190527483993085,0.0013520971724194438,100,63,1.0,6,0
7,0.6724479791091206,0.08287213376385627,0.0009492254214294323,100,65,1.0,3,0
8,0.6313455787250021,0.09195430411119966,0.000633893121742861,100,61,1.0,6,0
9,0.5494792322748154,0.10398135412078581,0.0008267329507443092,100,61,1.0,6,0
10,0.4647649720459796,0.1198392956063502,0.0009825243052279556,100,67,1.0,4,0
11,0.4058794390273818,0.13007794759861876,0.0011469688231050864,100,66,1.0,3,0
12,0.3551955892216927,0.14171748708360893,0.0008820444708763939,100,60,1.0,4,0
13,0.30124402809373535,0.15501143842920442,0.00047405465510956405,100,62,1.0,4,0
14,0.2414505055069904,0.1692725157801095,0.00033666144871484667,100,59,1.0,5,0
15,0.1874699730497913,0.18380552011933282,0.0002319289299930971,100,63,1.0,4,0
16,0.1582619495166642,0.1944245327694276,0.00046041979022706683,100,66,1.0,4,0
17,0.1573173845910206,0.1962240579314969,0.0008559990016605921,100,59,2.0,4,0
18,0.2589475864850623,0.1667127140447924,0.002097119133353818,100,69,1.0,4,0
19,0.3273223553189648,0.15173141770896822,0.0020861069413658133,100,64,1.0,5,0
20,0.45997704667186023,0.12793267500440603,0.0017503818508133782,100,62,1.0,3,0
21,0.5231654003050275,0.11618944853025572,0.0010735144354820005,100,69,1.0,5,0
22,0.5304373271771087,0.11265933253640394,0.00016364600549268943,100,64,1.0,3,0
23,0.46302345995217153,0.12382018401404753,0.00010642863673119231,100,69,1.0,4,0
24,0.3667796339954997,0.14127984570723875,0.00031324731005417456,100,62,1.0,4,0
25,0.3150377952860628,0.15210769415847192,0.000290298297570503,100,62,1.0,4,0
26,0.26583038273657267,0.16328574947925978,0.00031162026974689293,100,66,1.0,5,0
27,0.23215954314372422,0.17129825225626313,0.0003430427140216726,100,65,1.0,5,0
