generation,mean_fitness,distance_from_optimum,phenotype_variance,population_size,n_parents,median_offspring,max_offspring,extinct
0,0.6255476068215845,0.021873118627842667,0.0054317191150751835,100,61,1.0,4,0
1,0.7100715082443904,0.024668053724560605,0.0036900975675987864,100,64,1.0,5,0
2,0.7184354921460095,0.026527611305860146,0.003575066052152075,100,62,1.0,5,0
3,0.7589366082536962,0.028155613825605823,0.0029438486987337317,100,59,2.0,4,0
4,0.8105192620649846,0.020680868797472357,0.0021998952042866704,100,64,1.0,4,0
5,0.7710949869740066,0.03642369519733586,0.0023377327508940127,100,67,1.0,3,0
6,0.8226610918783084,0.03702110258598303,0.001517985783654099,100,68,1.0,4,0
7,0.8107449716287799,0.04430424007343211,0.0013504233646021,100,66,1.0,4,0
8,0.8314738311337415,0.04061740638283482,0.0012841898308818926,100,68,1.0,3,0
9,0.8373248326817867,0.04182413685783592,0.0011623174262167058,100,66,1.0,4,0
10,0.872369313931064,0.043193545206734144,0.0005486006421776427,100,63,1.0,6,0
11,0.8422182756134537,0.05168559635828448,0.0004331234953180845,100,65,1.0,4,0
12,0.8038871826700534,0.06008030482272138,0.0004691094510150394,100,66,1.0,4,0
13,0.7616273174621901,0.06740032751365901,0.000570488425726002,100,62,1.0,4,0
14,0.7303396547781331,0.07359271373640376,0.000565721014257781,100,58,1.0,4,0
15,0.7087832057668786,0.07726631257270132,0.0006823005324156037,100,64,1.5,3,0
16,0.6879263500291831,0.08102972407913638,0.0006559170602484807,100,61,1.0,4,0
17,0.6382778831896924,0.09002679490018704,0.0006950147970881434,100,67,1.0,4,0
18,0.6048900832040865,0.09646853571282772,0.0006124033724382835,100,64,1.0,4,0
19,0.6194944453807526,0.09448060981110475,0.0006447789791469145,100,67,1.0,4,0
20,0.6008995122621831,0.09856953041102003,0.0006270820553839584,100,64,1.0,5,0
21,0.5724515399039459,0.10331682112763922,0.0005879961621259533,100,68,1.0,3,0
22,0.5410961532567247,0.10840258811104689,0.0005678506294226494,100,64,1.0,4,0
23,0.5475334117160908,0.10755941504365393,0.0006282309537148784,100,66,1.0,4,0
24,0.5562879660258857,0.10638678101631253,0.0007580091555509426,100,61,1.0,4,0
25,0.5899902174983095,0.1007660194006259,0.0007923265305265133,100,61,1.0,4,0
26,0.6009005266941992,0.09932590069434583,0.000701924969552937,100,63,1.0,4,0
27,0.6011696323797487,0.09890203016557157,0.0004876712647302677,100,61,1.0,5,0
28,0.5780384124183996,0.10137910655515343,0.0005055518415453317,100,68,1.0,4,0
29,0.5458619078406436,0.10525051346270436,0.0006586924083798646,100,64,1.0,5,0
30,0.5043358305143415,0.1118888893596584,0.0008357536442664591,100,65,1.0,4,0
31,0.47446707214437317,0.11696875121005049,0.0009327170241059647,100,63,1.0,4,0
32,0.48973403196086956,0.11196410873414665,0.0014426468741340855,100,62,1.0,4,0
33,0.47841212351619783,0.11458597015288353,0.0014280440374292607,100,66,1.0,3,0
34,0.5460019993512245,0.10392418348952608,0.001286556083377615,100,63,1.0,4,0
